,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9
AC010654.1,0.044630241,0.00166141,0.208634317,0.001174716,0.001098918,0.000170312,0.134621412,0.090841033,0.046894614
RSL1D1,0.000540036,0.000180654,0.002167665,0.000191385,0.000293376,0.000151075,0.002030936,0.000418768,0.000309755
GSPT1,0.263685644,0.028749602,0.179765403,0.075581878,0.04738446,0.074176274,0.68954289,0.266530544,0.140684083
NPIPB2,0.18647629,0.076196656,0.214162558,0.044935282,0.043481749,0.05841152,1.029420137,0.17086935,0.207892522
TNFRSF17,0.000447025,0.000143868,0.212820664,0.000158051,0.000231737,0.000118694,0.001530781,0.000392377,0.000364648
SNX29,0.006003219,0.000444535,0.002130894,0.000495311,0.00040629,0.000221578,0.004351313,0.025503661,0.000610916
AC010333.2,0.010084257,0.006270592,0.002469025,0.000311101,0.000226725,0.037013263,0.004909415,0.024180479,0.09874253
CPPED1,0.000712176,0.000179145,0.002190442,0.000262043,0.000257366,0.000240112,0.002236973,0.00055146,0.000347644
SHISA9,0.234027654,0.050460782,0.010500589,0.08288236,0.047865216,0.005867745,0.756274164,0.009834945,0.041939814
U91319.1,0.002523372,0.000214578,0.002308325,0.00025991,0.000271321,0.00022704,0.002727479,0.000640649,0.000522961
ERCC4,0.015842406,0.002554262,0.003009616,0.000685934,0.000311733,0.000252071,0.004102951,0.001471591,0.000542567
AC010401.1,0.001679363,0.007511551,0.220325351,0.044681422,0.048316836,0.000162295,0.001929964,0.002218352,0.000272427
LINC02185,0.000475391,0.000142325,0.002067244,0.00022977,0.000226706,0.000147257,0.001754475,0.000455368,0.000270474
MRTFB,0.000857954,0.000195033,0.001982748,0.000245218,0.000204354,0.000163383,0.001846411,0.000838432,0.00027389
AC130650.2,0.103529371,0.019134257,0.009524457,0.001376232,0.044808336,0.002240657,0.019660054,0.087062024,0.042879906
MIR193BHG,0.000748066,0.000165621,0.002327858,0.00026817,0.000214772,0.000145367,0.001983717,0.000532153,0.000283372
PARN,0.022887187,0.003059129,0.002082775,0.000426419,0.000188488,0.033456225,0.125248924,0.014215339,0.000382952
BFAR,0.076179743,0.021614445,0.012351613,0.000177368,0.000261514,0.000121506,0.272809267,0.014226912,0.046139345
PLA2G10,0.151489258,0.04439263,0.00486926,0.084438324,0.047996797,0.000464,0.132555664,0.037398886,0.0465586
NPIPA3,0.005158851,0.000823313,0.002971935,0.000739189,0.000212128,0.000160659,0.003251202,0.003629688,0.000405442
NPIPA2,0.000585737,0.000170736,0.002280735,0.000229713,0.000164178,0.030360224,0.002114606,0.000447532,0.000204437
NOMO1,0.000477492,0.000175299,0.002192561,0.000207041,0.000197673,0.000150376,0.00191605,0.000398533,0.00026932
AC138932.2,0.096785381,0.088811837,0.626718879,7.72E-05,0.047230411,0.029247623,0.692741573,0.11712569,0.096512169
NPIPA1,0.000657847,0.000195753,0.00253728,0.000206757,0.000222575,0.0001513,0.002185716,0.000871011,0.000296565
PDXDC1,0.071698874,0.01630749,0.216337711,0.046890024,0.000347268,0.033575457,0.0033641,0.086441964,0.000204792
NTAN1,0.205011472,0.101226278,1.396883607,0.074051008,0.148150429,0.032871317,0.884400845,0.060540523,0.150442287
RRN3,0.059518449,0.055640023,0.257289559,0.047080722,0.045257643,0.035694696,0.338286996,0.134625003,0.042932875
NPIPA5,0.056200247,0.025171693,0.230312213,0.001147741,0.082900323,0.000139308,0.256018192,0.043056387,0.104400575
MPV17L,0.000629453,0.000176738,0.002177913,0.000206811,0.000210918,0.000146975,0.002026951,0.000876981,0.00030672
BMERB1,0.136029318,0.050393805,0.004114967,0.044136576,0.088612549,0.000178301,0.433970928,0.031421535,0.000261423
MARF1,0.013495767,0.014538938,0.004133153,0.057797778,0.000565984,0.000321588,0.145659104,0.043866523,0.000415001
NDE1,0.116517685,0.016446311,0.212423608,0.000171148,0.038148962,0.000797265,0.386563241,0.055513516,0.044172574
AC026401.3,0.007111195,0.006256111,0.002032718,0.000314162,0.000447113,0.000399131,0.009527639,0.038272023,0.044939823
MYH11,0.011660501,0.00192357,0.00265686,0.000625388,0.000402981,0.000218143,0.004705168,0.020927045,0.000596924
AF001548.2,0.107388504,0.016345972,0.001085774,0.038839053,0.000128131,0.002338716,0.002185438,0.304518193,0.042717803
FOPNL,0.000593533,0.000325874,0.002297037,0.000257164,0.000215143,0.000180583,0.002043209,0.000926397,0.000311447
ABCC1,0.0607109,0.007003444,0.003478546,0.045937911,0.040233806,0.032292183,0.24891521,0.06099841,0.042205617
ABCC6,0.015904749,0.018800754,0.200231224,0.000103679,0.001594514,0.071838573,0.427944332,0.058596309,0.093606345
NOMO3,0.471472979,0.223842755,0.001891754,0.035183486,0.10726779,0.087825783,0.757640302,0.033037767,0.104131609
AC138969.1,0.000629793,0.000179422,0.002388844,0.000211765,0.000245683,0.000163131,0.002059392,0.000602524,0.000313611
XYLT1,0.01059308,0.004110256,0.002709728,0.000304905,0.000533256,0.000915298,0.003146201,0.016354162,0.000324479
AC109446.3,0.014694496,0.009601336,0.002609815,0.000286663,0.000332092,0.000239933,0.001616351,0.009056156,0.000377722
NPIPA8,0.000506018,0.00014845,0.002103,0.000214848,0.000209826,0.000136346,0.001687067,0.000983435,0.000283954
NPIPA9,0.000488503,0.000146442,0.002094686,0.000215261,0.000203609,0.000149845,0.001645545,0.000459271,0.000289003
AC126755.2,0.002851519,0.000189946,0.002219429,0.000225199,0.000201028,0.0001845,0.002141261,0.014064946,0.000259215
NOMO2,0.000628524,0.000192284,0.001947085,0.000200571,0.000174703,0.000108863,0.001897604,0.000324139,0.000185214
RPS15A,0.00072026,0.000200361,0.002407449,0.000252412,0.000195949,0.000145126,0.001947648,0.000443413,0.000280279
ARL6IP1,1.62526989,1.513326526,4.037613869,0.454476088,0.376995534,0.291699171,3.834650517,3.609518051,0.736574233
SMG1,0.256584108,0.115980133,1.686655283,0.110569999,0.110426761,0.091875382,0.649039924,0.028125361,0.093937695
AC092287.1,0.182579532,0.066177271,0.497112304,0.045785069,0.082399592,0.082570657,0.310580075,0.106569171,0.093072854
TMC7,0.000539629,0.000161054,0.002259286,0.000199805,0.000190699,0.000153072,0.001738749,0.001186102,0.000329952
AC099518.4,0.001010085,0.000319534,0.002375706,0.000271811,0.000450266,0.000188563,0.002460574,0.010907382,0.000398949
AC099518.2,0.000492615,0.000190824,0.001991651,0.000269684,0.000212596,0.000157271,0.00196653,0.000389574,0.000281392
COQ7,0.000477514,0.000153518,0.002145162,0.000180003,0.00019941,0.000139404,0.001769646,0.000442426,0.000293015
AC099518.1,0.012399521,0.008141791,0.195640236,0.051668711,0.050076388,0.000317486,0.310051888,0.00022219,0.038794808
AC099518.6,0.001171237,0.000275046,0.002571432,0.00038321,0.000255462,0.000190026,0.002301924,0.001409341,0.000444136
ITPRIPL2,0.000637285,0.000245821,0.002434056,0.000294372,0.000267458,0.000190738,0.002291525,0.000845615,0.00035876
AC099518.5,0.040443331,0.056447417,0.006569051,0.041853298,0.043297984,0.000242718,0.223723724,0.132480651,0.048216738
SYT17,0.002472091,0.00023003,0.002451984,0.000247938,0.000430543,0.000157345,0.001920393,0.000635079,0.000453913
AC010494.1,0.015050675,0.013213091,0.002151075,0.000361957,0.000344331,0.000184523,0.002058662,0.000432187,0.000309729
TMC5,0.000612785,0.000165714,0.002371048,0.000203026,0.00030575,0.000155574,0.001831317,0.000399133,0.000393952
AC130456.3,0.000505733,0.000251522,0.594624639,0.00027568,0.000382873,0.000162013,0.001826352,0.003427588,0.000329189
AC130456.5,0.00057455,0.00017132,0.001970296,0.000202446,0.000196306,0.000145816,0.001873889,0.000740204,0.000317452
GDE1,0.000468535,0.000149357,0.002507293,0.000193271,0.000205994,0.000156226,0.00173642,0.000570431,0.000312657
CCP110,0.177911967,0.016637975,0.847163856,0.089707159,0.055153158,0.000308001,0.777167976,0.041766893,0.096705459
VPS35L,0.108145654,0.006585741,0.23265852,0.00034077,0.000241893,0.00017373,0.002644396,0.0081667,0.000703149
AC002550.2,0.024569644,0.007220437,0.248584881,0.000751459,0.000411955,0.000253814,0.119400546,0.068137094,0.001675317
KNOP1,0.002258228,0.001524694,0.002608513,0.000388941,0.000281904,0.000231479,0.003409174,0.001377511,0.00040967
IQCK,0.045307275,0.011620997,0.002466189,0.052907977,0.000255916,0.000208583,0.129325241,0.025482301,0.071781717
AC027130.1,0.001074533,0.001631164,0.002154567,0.037040289,0.048809838,0.000645739,0.23177664,0.000902574,0.000532288
GPRC5B,0.000704652,0.000241345,0.002198146,0.000359036,0.000239187,0.00015866,0.002196895,0.000675139,0.000313217
GP2,0.01546467,0.013073313,0.002228188,0.044575822,0.000423836,0.000124956,0.130522221,0.042854603,0.000798108
ACSM5,0.033940397,0.030129101,0.027738037,0.049102958,0.000340361,0.000186206,0.008765046,0.003579698,0.040259976
ACSM2A,0.039122533,0.125430688,0.002519588,0.000760759,0.000301033,0.000221168,0.323767215,0,0.193077847
ACSM2B,0.341300577,0.342585981,0.228662223,0.073605508,0.093670212,0.087162219,0.430361092,0,0.069843106
ACSM3,0.211988807,0.476012349,0.495459497,0.13595058,0.145972505,0.037339918,0.985780239,0.027289018,0.230189011
ACSM1,0.021201456,0.081750877,0.002375902,0.00027696,0.000242989,9.94E-05,0.141432732,0.019709544,0.086033337
THUMPD1,0.000511277,0.000175771,0.002132224,0.000246663,0.000211113,0.000149856,0.001772446,0.000442108,0.000308685
ERI2,0.027715459,0.025646431,0.001813006,0.000143534,0.042932637,0.000103227,0.170615405,0.061277486,0.044483881
REXO5,0.11924722,0.004034165,0.00256653,0.000733907,0.044917244,0.000161264,0.136792123,0.008424045,0.000269249
DCUN1D3,0.017541666,0.004356155,0.003274808,0.000272379,0.000266024,0.000238633,0.004371426,0.002606231,0.000463235
LYRM1,0.030672522,0.021687742,0.235099956,0.000320583,0.000600054,0.000252855,0.135026127,0.034806993,0.000319052
TMEM159,0.107386895,0.045707863,0.024955366,0.000484632,0.000369977,0.00015147,0.497433007,0.11922507,0.096834727
ANKS4B,0.085078329,0.012909712,0.003188787,0.040265907,0.000126245,0.000162535,0.143311679,0.059538431,0.000432409
CRYM,0.052507456,0.001363925,0.007642957,0.000273828,0.000306801,0.000650298,0.002216408,0.001680485,0.048138998
METTL9,0.043926656,0.001033609,0.003023278,0.048108231,0.000258021,0.000522483,0.13548395,0.010728862,0.087117381
IGSF6,0.037041131,0.013182891,1.230185986,0.045725346,0.001925322,0.072188959,0.393578291,0.188801974,0.16409789
OTOA,0.03793256,0.001324166,0.002096421,0.000229394,0.000200533,0.000224737,0.145756438,0.05436023,0.000705214
NPIPB4,0.012764263,0.009792321,0.009554681,0.000353277,0.000237819,0.000115762,0.001965447,0.026439535,0.045510083
AC092119.2,0.002194096,0.003196336,0.003709669,0.000182275,0.000283255,0.000205421,0.002567627,0.021265842,0.043121215
UQCRC2,0.000941993,0.000360347,0.002794558,0.000339149,0.000231926,0.00017366,0.002216674,0.000534239,0.000328338
MOSMO,0.363301754,0.132715777,0.699007094,0.111231223,0.193361595,0.11558795,0.789302289,0.135054827,0.230324998
VWA3A,0.012371736,0.017172439,0.004042352,0.000250779,0.000211174,0.032327939,0.58395952,0.002419671,0.000293925
SDR42E2,0.000700881,0.000239953,0.002229926,0.000259248,0.000271618,0.000189383,0.002073661,0.001209298,0.000375181
EEF2K,0.000655142,0.000214003,0.002458647,0.000199661,0.00024538,0.000169372,0.001888883,0.001076739,0.000336623
POLR3E,0.10684666,0.031158853,0.001552877,8.69E-05,0.000519135,0.000421501,0.301023722,0.065394603,0.042182397
AC092338.3,0.045191143,0.032872576,0.009777291,0.060830571,0.001515406,0.033695422,0.283644497,0.041248251,0.05364418
CDR2,0.000502354,0.000149723,0.002157551,0.000214628,0.000237475,0.000161566,0.001883995,0.000462321,0.000301006
NPIPB5,0.027149253,0.004608483,0.009188994,0.001253093,0.047330473,0.000906932,0.003711948,0.041249551,0.037251275
AC009021.1,0.001430421,0.000665299,0.002389642,0.000272119,0.000321486,0.000218202,0.003202619,0.010210532,0.000358182
HS3ST2,0.000653405,0.000160695,0.002244007,0.000223542,0.000223053,0.000186323,0.002051459,0.000633445,0.000398965
USP31,0.007535158,0.002434984,0.002518553,0.00019253,0.00023235,0.000281882,0.13290523,0.009348544,0.000531904
SCNN1B,0.028995944,0.001867152,0.225493297,0.035928603,0.000543251,0.000140555,0.239529356,0.010287681,0.038004562
COG7,0.000677409,0.005462294,0.002316189,0.000249063,0.000319496,0.000204057,0.003652977,0.003153944,0.00032464
AC008915.1,0.077370659,0.001625546,0.002479227,9.85E-05,0.000184446,0.029839551,0.18954666,0.024713794,0.047375258
AC008915.2,0.000675277,0.000183439,0.001996965,0.000186445,0.000251992,0.000161227,0.001931962,0.000394385,0.00036778
GGA2,0.040403415,0.000361406,0.001905148,0.000337115,0.000251618,0.00023954,0.001508974,0.015201681,0.082178116
EARS2,0.134895116,0.069909543,0.51879108,0.078321449,0.041695807,6.67E-05,0.13011241,0.144757047,0.042129468
UBFD1,0.047334731,0.011936502,0.054045785,0.040383928,0.045620386,0.000554963,0.003210848,0.001677327,0.088837996
AC008870.2,0.030471951,0.003239445,0.429477096,9.20E-05,0.044290308,0.028713718,0.438031495,0.008890098,0.060626451
NDUFAB1,0.000534122,0.000206601,0.002189276,0.000236816,0.000199897,0.000154874,0.001848447,0.00041844,0.000291501
PALB2,0.464809209,0.099417552,0.319850206,0.085392483,0.256755203,0.134021774,1.008636117,0.166558862,0.214619741
DCTN5,0.019743655,0.000434583,0.002164575,0.000182978,0.000294029,0.000438983,0.004572107,0.011207002,0.045372263
PLK1,0.025523191,0.058883004,0.524791777,0.000241256,0.0900978,0.00076445,0.153547585,0.118423954,0.085824773
ERN2,0.040366925,0.046683114,0.002734564,0.04444667,0.000681263,0.030036032,0.128661513,0.046076216,0.044226505
PRKCB,0.000417408,0.000135685,1.305535197,9.67E-05,0.040723011,0.000166985,0.001973416,0.0003438,0.000192104
RBBP6,0.015001476,0.030602917,0.204824194,0.000194554,0.000129597,0.001036062,0.116469413,0.094039284,0.000229352
TNRC6A,0.093415365,0.03462768,0.646203935,0.092476442,0.001234321,0.000331943,0.424154878,0.111081123,0.076927766
SLC5A11,0.040898889,0.04980297,0.003942133,0.000428963,0.036863901,0.000129058,0.570928812,0.081914827,0.035489757
ARHGAP17,0.075493038,0,0.002076865,0.00023895,0.000113237,0.000132976,0.001656601,0.000386554,0.000224416
LINC02175,0.123166285,0.021202946,0.003717171,0.001044879,0.041401777,0.000616537,0.491387069,0.10330867,0.087915391
LCMT1-AS1,0.000640261,0.000299,0.002271285,0.000201587,0.00022964,0.000164298,0.001843079,0.000414684,0.000368128
AC133552.5,0.000697189,0.000171459,0.002105789,0.000190029,0.000200062,0.000162905,0.001833836,0.000390761,0.000298385
LCMT1,0.024786377,0.009451195,0.002112326,0.049592309,0.084840067,0.00017293,0.002266528,0.007407737,0.0471627
AQP8,0.195343986,0.027438203,0.445405811,0.063882537,0.047559116,0.000125176,0.345922858,0.117889978,0.034542829
ZKSCAN2,0.002939542,0.001942015,0.002701343,0.000216746,0.000448429,0.000358333,0.002818898,0.000541476,0.045382313
ZKSCAN2-DT,0.015580818,0.002923949,0.002788091,0.000234294,0.000153527,0.000133164,0.003189757,0.001454515,0.000220426
LINC02195,0.006099277,0.00068864,0.002990036,0.000350469,0.000288351,0.000149775,0.002851378,0.004276705,0.045583304
AC009035.1,0.001115701,0.000282457,0.002475541,0.000262335,0.000277646,0.000169507,0.002316278,0.001067371,0.000303865
KDM8,0.000542055,0.000166033,0.002141314,0.000197971,0.00020993,0.000140796,0.001868204,0.000402481,0.000288333
AC109449.1,0.066480808,0.014846134,0.002161965,0.08110062,0.038598079,0.060649496,0.364060104,0.011425949,0.082661785
NSMCE1,0.001072124,0.00070357,0.002793616,0.000210625,0.000549293,0.000282037,0.00235179,0.000781202,0.000350378
NSMCE1-DT,0.339943588,0.080483839,1.327628136,0.148586735,0.14795512,0.036724426,1.260558248,0.182313561,0.228841618
AC106739.1,0.002117674,0.001423716,0.00256735,0.000242881,0.000288743,0.000507104,0.004012622,0.001902842,0.000400305
IL4R,0.00355147,0.000301991,0.002686363,0.000277466,0.000251375,0.000162158,0.002838873,0.000672178,0.000349223
IL21R,0.063894279,0.116061501,0.211428091,0.052196603,0.094332285,0.089574486,0.781707108,0.176886946,0.159039706
GTF3C1,0.001638596,0.017205587,0.001669702,0.00041314,0.047960624,0.000211183,0.002310039,0.003506342,0.0001766
KIAA0556,0.15264082,0.023340061,0.001809386,0.040345695,0.04551962,0.00089816,0.624783874,0.096768998,0.068777658
XPO6,0.01533311,0.000742451,0.001842796,0.000215332,0.000209721,0.000243723,0.00193679,0.020851497,0.040124562
SBK1,0.10877794,0.036779843,0.253475904,0.042405229,0.000891026,0.073645085,0.694159448,0.15906477,0.002258513
NPIPB6,0.000647949,0.000197985,0.002598831,0.000236815,0.041772623,0.0001692,0.002186563,0.000552355,0.000240131
EIF3CL,0.000399456,0.000123388,0.002053954,0.000171303,0.040127743,0.000109267,0.001523466,0.00035004,0.000245126
NPIPB7,0.007010068,0.000913202,0.002340248,0.000242201,0.000253923,0.000409663,0.003109826,0.001132462,0.000629474
CLN3,0.000508908,0.000152143,0.002138222,0.000216768,0.000197365,0.000154551,0.001906225,0.001413366,0.000301634
APOBR,0.316686839,0.075257458,0.442919612,0.127132475,0.07870055,0.074628547,1.106920958,0.090541974,0.189556628
IL27,0.00147195,0.000431739,0.002369588,0.000140363,0.000422143,0.000359857,0.003931035,0.064384475,0.000297897
NUPR1,0.011812566,0.012796326,0.003492031,0.000232514,0.001162222,0.000414917,0.003407433,0.025060151,0.000643327
AC020765.2,0.611214757,0.480301291,0.862399936,0.273625314,0.141085908,0.063607976,1.391176462,0.51220268,0.398614615
SGF29,0.000703397,0.000326553,0.002396702,0.000230563,0.000203914,0.000156814,0.001957874,0.013102184,0.000290584
SULT1A2,0.135188445,0.031475998,0.240222305,0.000487922,0.001008564,0.027469346,0.145185485,0.056174248,0.044009347
SULT1A1,0.165788502,0.04737974,0.241039023,0.049279872,0.00014852,0.037164468,0.01203509,0.02478794,0.131070748
EIF3C,0.263078123,0.025270537,0.277699888,0.093550049,0.096943565,0.072885662,0.939613044,0.036630925,0.002805332
AC145285.2,0.02217751,0.000208323,0.218402192,0.000641876,0.000432757,0.000198786,0.002392775,0.020375172,0.046496026
AC145285.6,0.000428778,0.000118091,0.002150068,0.000145092,0.000237145,0.000131717,0.001540192,0.000283822,0.000266775
ATXN2L,0.000889714,0.000225825,0.002382245,0.000199471,0.000155291,0.000120393,0.001860493,0.000693114,0.00019339
TUFM,0.045072094,0.000510992,0.003504101,0.00114775,9.07E-05,0.000208456,0.592810214,0.062976286,0.038862232
SH2B1,0.801693857,0.461727232,1.113658786,0.280302078,0.182286605,0.086851366,2.736762285,0.400130242,0.250555992
ATP2A1,0.122271247,0.026132436,0.20329985,0.047055107,0.002904712,0.000149819,0.401954323,0.057165626,0.045738854
ATP2A1-AS1,0.000546202,0.000276945,0.002362049,0.000209121,0.000225195,0.000153735,0.001888738,0.000824776,0.00034797
RABEP2,0.003635546,0.000371045,0.00239798,0.000295052,0.000260373,0.000405215,0.124143831,0.000928784,0.000425086
CD19,0.022697497,0.044354483,0.216198042,0.001086457,0.138024509,0.038725439,0.260832161,0.099831901,0.086134896
NFATC2IP,0.005065268,0.007862556,0.002970667,0.00087457,0.000296742,0.000192481,0.260463238,0.105515257,0.001668829
AC109460.1,0.225160062,0.054357782,0.496455669,0.002099259,0.046186153,0.000355627,0.129852116,0.070917688,0.139386743
