time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.default,agentCount.fib.default,agentCount.APC.native,agentCount.APC.native,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.default,recruit.fib.default,recruit.APC.native,recruit.APC.native,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.default,prolif.fib.default,prolif.APC.native,prolif.APC.native,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.default,death.fib.default,death.APC.native,death.APC.native,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.default,move.fib.default,move.APC.native,move.APC.native,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.default,drop_in.fib.default,drop_in.APC.native,drop_in.APC.native,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.default,drop_out.fib.default,drop_out.APC.native,drop_out.APC.native,PDL1_frac
30,204,2037,10,560,2411,548,2765,535876,97300,4007,2065,5915,0,0,0,461,0,0,229,0,687,0,0,0,7687,0,0,0,0,0,160,3690,0,601,2530,0,616,3202896,0,0,0,0,0,0,0,104,1883,73,83,306,139,264,52672,3129805,1092,523,0,0,0,0,8593,111657,1886,24889,112498,3067,53739,16762607,4926453,111337,54521,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,666898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660983,0,0,0,174730
31,214,2077,11,575,2405,550,2763,538523,94734,4025,2084,5855,0,0,0,471,0,0,234,0,691,0,0,0,7752,0,0,0,0,0,169,3777,0,623,2550,0,618,3228108,0,0,0,0,0,0,0,105,1937,73,90,337,141,268,53527,3154081,1112,531,0,0,0,0,8807,113694,1896,25449,114914,3124,54217,16907528,4960634,113357,55554,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,672753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666898,0,0,0,176416
32,211,2111,10,600,2422,549,2764,540704,93316,4045,2098,5793,0,0,0,472,0,0,238,0,693,0,0,0,7814,0,0,0,0,0,173,3867,0,652,2593,0,622,3252993,0,0,0,0,0,0,0,111,1994,75,96,365,144,271,54379,3177351,1133,538,0,0,0,0,9022,115771,1907,26026,117321,3185,54668,17055161,4993845,115405,56598,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,678546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672753,0,0,0,177913
33,220,2144,10,625,2459,556,2767,541017,94132,4053,2116,5838,0,0,0,481,0,0,239,0,702,0,0,0,7865,0,0,0,0,0,182,3945,0,679,2651,0,630,3277622,0,0,0,0,0,0,0,111,2048,75,98,387,146,276,55213,3200017,1148,548,0,0,0,0,9242,117882,1917,26626,119744,3239,55098,17200558,5026377,117469,57643,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,684384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678546,0,0,0,181836
34,221,2164,9,626,2476,567,2764,540697,93257,4054,2130,5943,0,0,0,488,0,0,243,0,714,0,0,0,7911,0,0,0,0,0,185,4015,0,686,2704,0,632,3300627,0,0,0,0,0,0,0,114,2104,76,104,427,147,281,56100,3223330,1166,561,0,0,0,0,9469,120026,1927,27251,122207,3298,55489,17341663,5059510,119420,58706,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,690327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684384,0,0,0,183190
35,242,2200,11,637,2496,567,2766,543717,90434,4081,2134,6000,0,0,0,502,0,0,249,0,718,0,0,0,7971,0,0,0,0,0,203,4084,0,700,2748,0,636,3324680,0,0,0,0,0,0,0,117,2143,76,109,455,151,283,56999,3246287,1186,570,0,0,0,0,9704,122190,1936,27879,124687,3362,55906,17482873,5092644,121486,59826,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,696327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690327,0,0,0,184622
36,254,2265,10,646,2510,563,2767,544300,89724,4087,2145,5849,0,0,0,514,0,0,252,0,722,0,0,0,8018,0,0,0,0,0,214,4193,0,714,2790,0,640,3347825,0,0,0,0,0,0,0,118,2196,78,114,486,159,286,57891,3268667,1205,581,0,0,0,0,9958,124390,1947,28516,127186,3409,56346,17625210,5124307,123496,60896,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,702176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696327,0,0,0,185520
37,264,2293,10,657,2510,565,2772,547206,88468,4102,2144,5698,0,0,0,523,0,0,257,0,727,0,0,0,8059,0,0,0,0,0,225,4249,0,726,2815,0,646,3372692,0,0,0,0,0,0,0,122,2230,78,117,514,162,287,58886,3290889,1222,591,0,0,0,0,10221,126655,1957,29164,129699,3460,56745,17764870,5155850,125586,61991,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,707874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702176,0,0,0,189762
38,266,2330,9,659,2523,566,2771,546029,89082,4105,2159,5810,0,0,0,532,0,0,261,0,733,0,0,0,8111,0,0,0,0,0,231,4331,0,734,2852,0,648,3395331,0,0,0,0,0,0,0,128,2282,79,124,541,167,290,59854,3313123,1246,601,0,0,0,0,10494,128948,1967,29822,132212,3520,57120,17904965,5186922,127671,63079,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,713684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707874,0,0,0,190628
39,274,2382,9,672,2547,574,2767,547751,87591,4122,2179,5747,0,0,0,542,0,0,265,0,741,0,0,0,8178,0,0,0,0,0,245,4415,0,752,2896,0,651,3418818,0,0,0,0,0,0,0,133,2325,79,129,565,167,297,60861,3335372,1267,610,0,0,0,0,10770,131278,1976,30481,134739,3572,57556,18043708,5218223,129749,64181,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,719431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713684,0,0,0,191744
40,284,2407,10,674,2580,578,2768,548318,87009,4132,2188,5711,0,0,0,549,0,0,272,0,745,0,0,0,8221,0,0,0,0,0,255,4479,0,756,2955,0,656,3441574,0,0,0,0,0,0,0,134,2369,79,133,596,167,301,61874,3357130,1281,620,0,0,0,0,11051,133660,1985,31155,137291,3642,57924,18180434,5249068,131826,65278,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,725142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719431,0,0,0,193739
41,294,2471,11,675,2601,584,2764,548888,86785,4149,2213,5674,0,0,0,564,0,0,278,0,752,0,0,0,8296,0,0,0,0,0,263,4571,0,766,2999,0,659,3464547,0,0,0,0,0,0,0,138,2405,79,144,623,168,308,62889,3378742,1304,630,0,0,0,0,11350,136067,1995,31831,139875,3683,58340,18316964,5279756,133908,66346,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,730816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725142,0,0,0,195269
42,307,2538,11,685,2613,583,2763,547911,87258,4168,2222,5699,0,0,0,576,0,0,282,0,753,0,0,0,8354,0,0,0,0,0,276,4678,0,787,3043,0,661,3486574,0,0,0,0,0,0,0,142,2452,80,154,660,170,311,63909,3400253,1325,639,0,0,0,0,11656,138538,2006,32507,142479,3750,58722,18451439,5310581,136041,67457,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,736515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730816,0,0,0,196511
43,322,2607,11,689,2652,588,2767,550161,85943,4177,2237,5643,0,0,0,586,0,0,286,0,758,0,0,0,8418,0,0,0,0,0,289,4787,0,797,3101,0,668,3510111,0,0,0,0,0,0,0,145,2497,80,161,682,170,314,64914,3421850,1349,655,0,0,0,0,11973,141076,2017,33193,145095,3802,59078,18583261,5341706,138133,68596,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,742158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736515,0,0,0,199807
44,340,2653,13,701,2702,586,2769,548806,86108,4190,2243,5711,0,0,0,598,0,0,290,0,760,0,0,0,8467,0,0,0,0,0,311,4860,0,819,3173,0,672,3531277,0,0,0,0,0,0,0,151,2532,80,170,709,174,316,66013,3443107,1372,662,0,0,0,0,12307,143683,2028,33883,147750,3865,59481,18714483,5371993,140228,69714,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,747869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742158,0,0,0,200579
45,358,2734,13,710,2739,585,2770,551770,83294,4200,2255,5643,0,0,0,613,0,0,292,0,765,0,0,0,8521,0,0,0,0,0,325,4972,0,833,3225,0,674,3553817,0,0,0,0,0,0,0,153,2572,80,175,726,180,317,67065,3464445,1394,672,0,0,0,0,12662,146336,2041,34584,150454,3919,59852,18845337,5402894,142370,70875,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,753512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747869,0,0,0,201822
46,360,2799,14,720,2770,588,2772,551748,83041,4213,2251,5634,0,0,0,617,0,0,305,0,769,0,0,0,8568,0,0,0,0,0,333,5065,0,846,3270,0,678,3575092,0,0,0,0,0,0,0,155,2606,81,183,748,181,319,68194,3484866,1412,692,0,0,0,0,13024,149070,2054,35299,153201,3982,60205,18973942,5432115,144548,72063,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,759146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753512,0,0,0,203482
47,371,2880,14,741,2804,590,2772,551503,82221,4225,2268,5691,0,0,0,623,0,0,307,0,776,0,0,0,8628,0,0,0,0,0,345,5175,0,873,3329,0,685,3595850,0,0,0,0,0,0,0,158,2638,82,189,775,186,326,69339,3505544,1432,703,0,0,0,0,13390,151869,2068,36019,155973,4043,60552,19102215,5461299,146682,73210,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,764837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759146,0,0,0,203773
48,417,2968,13,761,2839,595,2767,552520,80876,4213,2289,5525,0,0,0,632,0,0,313,0,783,0,0,0,8675,0,0,0,0,0,391,5295,0,896,3388,0,687,3617011,0,0,0,0,0,0,0,161,2676,83,194,803,188,333,70493,3525879,1456,717,0,0,0,0,13770,154749,2082,36762,158781,4097,60894,19229577,5490243,148865,74423,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,770362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764837,0,0,0,205518
49,433,3042,13,768,2871,600,2762,555361,79139,4217,2308,5613,0,0,0,648,0,0,322,0,788,0,0,0,8734,0,0,0,0,0,403,5399,0,910,3445,0,688,3639400,0,0,0,0,0,0,0,164,2714,84,204,834,188,339,71639,3546018,1474,735,0,0,0,0,14203,157717,2095,37526,161626,4156,61234,19356736,5518664,151057,75605,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,775975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770362,0,0,0,208616
50,443,3093,15,783,2898,605,2759,554133,80694,4235,2317,5765,0,0,0,661,0,0,331,0,794,0,0,0,8794,0,0,0,0,0,406,5494,0,927,3487,0,692,3660548,0,0,0,0,0,0,0,165,2761,84,207,857,189,346,72817,3565661,1495,747,0,0,0,0,14649,160759,2108,38295,164505,4217,61582,19484357,5546477,153202,76758,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,781740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775975,0,0,0,210675
51,445,3190,15,795,2943,605,2751,554791,80352,4236,2335,5515,0,0,0,677,0,0,333,0,798,0,0,0,8842,0,0,0,0,0,414,5613,0,945,3557,0,694,3682318,0,0,0,0,0,0,0,173,2797,84,214,883,193,356,73997,3585935,1516,755,0,0,0,0,15108,163852,2123,39079,167404,4276,61920,19608503,5574973,155368,77939,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,787255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781740,0,0,0,212713
52,498,3235,16,816,2989,606,2746,553555,80868,4252,2349,5706,0,0,0,689,0,0,340,0,802,0,0,0,8905,0,0,0,0,0,463,5708,0,967,3622,0,698,3702863,0,0,0,0,0,0,0,174,2853,84,217,907,196,365,75182,3606015,1541,763,0,0,0,0,15565,167042,2138,39876,170352,4330,62283,19733531,5603506,157523,79098,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,792961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787255,0,0,0,213441
53,522,3293,17,860,3063,606,2733,554153,79534,4268,2358,5600,0,0,0,695,0,0,348,0,806,0,0,0,8962,0,0,0,0,0,488,5826,0,1014,3712,0,698,3723353,0,0,0,0,0,0,0,176,2917,84,220,931,200,378,76374,3626049,1563,773,0,0,0,0,16069,170277,2154,40692,173349,4394,62615,19856985,5632457,159595,80277,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,798561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792961,0,0,0,213964
54,529,3350,19,875,3102,607,2730,555602,78097,4273,2375,5484,0,0,0,714,0,0,358,0,810,0,0,0,9022,0,0,0,0,0,496,5936,0,1029,3771,0,700,3744417,0,0,0,0,0,0,0,180,2984,84,222,959,203,383,77573,3645902,1583,791,0,0,0,0,16610,173570,2171,41554,176420,4444,62911,19978160,5660835,161772,81435,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,804045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798561,0,0,0,215763
55,541,3397,21,902,3178,608,2728,555796,78447,4289,2382,5549,0,0,0,725,0,0,364,0,813,0,0,0,9077,0,0,0,0,0,511,6022,0,1060,3862,0,702,3765612,0,0,0,0,0,0,0,184,3031,84,226,980,205,387,78818,3665308,1602,804,0,0,0,0,17150,176920,2190,42429,179528,4505,63238,20099675,5688460,163899,82630,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,809594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804045,0,0,0,218170
56,572,3467,21,934,3266,611,2723,554072,79173,4293,2393,5456,0,0,0,735,0,0,372,0,819,0,0,0,9129,0,0,0,0,0,550,6141,0,1092,3970,0,704,3785470,0,0,0,0,0,0,0,190,3091,85,228,1006,208,394,80096,3684886,1628,815,0,0,0,0,17701,180317,2211,43333,182712,4565,63573,20221050,5716592,166090,83825,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,815050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809594,0,0,0,219296
57,574,3519,21,949,3339,614,2722,555200,77394,4286,2414,5447,0,0,0,747,0,0,379,0,823,0,0,0,9179,0,0,0,0,0,558,6237,0,1108,4065,0,706,3805945,0,0,0,0,0,0,0,199,3144,85,229,1035,209,397,81357,3704751,1650,829,0,0,0,0,18285,183784,2232,44268,185984,4628,63881,20340307,5744775,168296,85036,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,820497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815050,0,0,0,220719
58,573,3576,21,964,3412,612,2720,555037,76983,4286,2436,5350,0,0,0,752,0,0,385,0,825,0,0,0,9232,0,0,0,0,0,569,6348,0,1126,4151,0,708,3825859,0,0,0,0,0,0,0,207,3206,86,232,1054,213,401,82650,3723946,1672,838,0,0,0,0,18864,187303,2253,45217,189329,4689,64241,20459250,5772535,170466,86233,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,825847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820497,0,0,0,222410
59,598,3608,20,984,3496,612,2717,555515,76069,4299,2438,5474,0,0,0,761,0,0,398,0,828,0,0,0,9286,0,0,0,0,0,596,6436,0,1146,4248,0,711,3845892,0,0,0,0,0,0,0,212,3267,88,236,1076,216,407,83937,3743128,1699,850,0,0,0,0,19446,190879,2274,46185,192750,4751,64586,20577425,5799961,172641,87537,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,831321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825847,0,0,0,224269
60,630,3672,20,995,3585,617,2714,555491,76120,4307,2460,5382,0,0,0,776,0,0,408,0,834,0,0,0,9342,0,0,0,0,0,632,6541,0,1156,4350,0,714,3866301,0,0,0,0,0,0,0,215,3323,89,237,1097,217,413,85272,3762175,1716,859,0,0,0,0,20059,194487,2294,47171,196254,4799,64933,20695652,5827224,174845,88771,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,836703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831321,0,0,0,226319
61,649,3731,20,1017,3659,619,2708,554591,76289,4296,2476,5414,0,0,0,789,0,0,413,0,837,0,0,0,9391,0,0,0,0,0,650,6648,0,1177,4446,0,717,3886085,0,0,0,0,0,0,0,217,3380,90,237,1123,218,422,86592,3781370,1742,877,0,0,0,0,20702,198159,2314,48167,199843,4873,65232,20812295,5854549,176980,90011,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,842117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836703,0,0,0,226768
62,662,3810,20,1027,3707,620,2702,554929,75454,4290,2482,5342,0,0,0,802,0,0,420,0,841,0,0,0,9434,0,0,0,0,0,671,6769,0,1187,4518,0,721,3905730,0,0,0,0,0,0,0,223,3437,90,239,1152,221,432,87813,3800291,1769,893,0,0,0,0,21364,201890,2334,49187,203506,4933,65539,20928067,5882109,179118,91253,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,847459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842117,0,0,0,227245
63,687,3878,20,1049,3760,625,2702,555526,74468,4303,2508,5486,0,0,0,815,0,0,426,0,847,0,0,0,9500,0,0,0,0,0,700,6895,0,1211,4586,0,724,3925574,0,0,0,0,0,0,0,224,3510,91,240,1174,222,435,89224,3819113,1786,903,0,0,0,0,22039,205700,2354,50214,207219,5001,65887,21042701,5908952,181318,92507,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,852945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847459,0,0,0,228834
64,725,3968,19,1068,3829,630,2700,554353,74987,4314,2519,5323,0,0,0,835,0,0,437,0,853,0,0,0,9556,0,0,0,0,0,744,7026,0,1229,4666,0,728,3945044,0,0,0,0,0,0,0,229,3572,92,240,1195,223,441,90597,3837864,1805,918,0,0,0,0,22746,209578,2374,51265,210988,5062,66177,21157637,5935359,183479,93741,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,858268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852945,0,0,0,230176
65,746,4021,19,1086,3919,631,2699,553262,74992,4302,2548,5449,0,0,0,851,0,0,441,0,854,0,0,0,9610,0,0,0,0,0,771,7117,0,1250,4771,0,732,3964320,0,0,0,0,0,0,0,236,3624,93,241,1216,223,446,91998,3856825,1833,927,0,0,0,0,23487,213546,2393,52333,214821,5117,66492,21272348,5962564,185667,95025,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,863717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858268,0,0,0,231150
66,770,4140,21,1132,3996,635,2696,553914,73491,4286,2576,5165,0,0,0,865,0,0,453,0,859,0,0,0,9658,0,0,0,0,0,806,7287,0,1295,4860,0,734,3983645,0,0,0,0,0,0,0,246,3688,93,241,1239,224,451,93319,3875678,1862,934,0,0,0,0,24247,217567,2412,53420,218751,5180,66789,21384833,5989721,187794,96307,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,868882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863717,0,0,0,232261
67,780,4195,20,1157,4113,639,2691,554515,72514,4303,2578,5277,0,0,0,884,0,0,460,0,867,0,0,0,9716,0,0,0,0,0,826,7397,0,1321,4982,0,735,4003083,0,0,0,0,0,0,0,258,3760,94,242,1251,228,457,94714,3894097,1885,950,0,0,0,0,25036,221707,2433,54553,222753,5236,67144,21496605,6016240,189983,97613,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,874159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868882,0,0,0,234860
68,806,4289,20,1178,4212,640,2684,553944,72934,4320,2571,5390,0,0,0,902,0,0,467,0,869,0,0,0,9763,0,0,0,0,0,855,7553,0,1343,5107,0,735,4022512,0,0,0,0,0,0,0,269,3832,94,246,1281,229,464,96082,3912309,1907,965,0,0,0,0,25834,225902,2453,55713,226870,5314,67451,21609543,6042344,192159,98873,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,879549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874159,0,0,0,235929
69,829,4356,20,1205,4307,641,2676,553157,72699,4311,2592,5287,0,0,0,924,0,0,477,0,872,0,0,0,9814,0,0,0,0,0,881,7684,0,1371,5217,0,737,4041361,0,0,0,0,0,0,0,279,3911,94,249,1304,231,474,97440,3930822,1933,978,0,0,0,0,26662,230191,2473,56893,231090,5367,67765,21721033,6068512,194369,100141,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,884836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879549,0,0,0,237435
70,856,4399,18,1207,4401,641,2674,552606,71795,4330,2611,5441,0,0,0,939,0,0,485,0,875,0,0,0,9877,0,0,0,0,0,914,7789,0,1380,5335,0,738,4059831,0,0,0,0,0,0,0,285,3988,96,256,1336,234,477,98817,3949370,1944,992,0,0,0,0,27506,234547,2493,58099,235404,5426,68080,21832442,6094805,196576,101486,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,890277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884836,0,0,0,237893
71,876,4455,17,1219,4494,637,2669,553847,70018,4332,2628,5237,0,0,0,950,0,0,493,0,877,0,0,0,9939,0,0,0,0,0,943,7903,0,1399,5448,0,740,4078905,0,0,0,0,0,0,0,294,4056,98,263,1364,240,484,100276,3967521,1976,1003,0,0,0,0,28373,238946,2511,59306,239813,5494,68400,21943521,6120724,198763,102786,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,895514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890277,0,0,0,238857
72,916,4586,19,1223,4547,632,2669,554580,69835,4338,2642,5374,0,0,0,968,0,0,500,0,877,0,0,0,9987,0,0,0,0,0,996,8098,0,1408,5537,0,741,4098382,0,0,0,0,0,0,0,308,4135,98,270,1405,245,485,101724,3985000,1995,1012,0,0,0,0,29267,243401,2528,60527,244312,5551,68712,22054281,6145894,200979,104148,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,900888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895514,0,0,0,240542
73,957,4656,17,1240,4631,637,2663,553095,70898,4346,2647,5308,0,0,0,990,0,0,511,0,886,0,0,0,10026,0,0,0,0,0,1051,8239,0,1428,5654,0,743,4116829,0,0,0,0,0,0,0,324,4225,101,277,1445,249,493,103174,4002419,2014,1019,0,0,0,0,30205,247987,2547,61754,248866,5608,69001,22164465,6170889,203192,105456,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,906196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900888,0,0,0,242340
74,987,4748,19,1262,4691,636,2659,553382,69667,4343,2671,5344,0,0,0,1011,0,0,519,0,890,0,0,0,10079,0,0,0,0,0,1090,8389,0,1453,5733,0,746,4135421,0,0,0,0,0,0,0,335,4300,101,281,1471,254,500,104737,4020392,2035,1030,0,0,0,0,31183,252643,2564,62995,253504,5675,69315,22273995,6196522,205349,106809,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,911540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906196,0,0,0,244985
75,1001,4862,19,1292,4748,636,2650,554788,67937,4344,2678,5302,0,0,0,1027,0,0,532,0,894,0,0,0,10126,0,0,0,0,0,1118,8575,0,1487,5821,0,749,4154239,0,0,0,0,0,0,0,343,4393,102,289,1511,258,512,106293,4037978,2062,1042,0,0,0,0,32186,257391,2583,64261,258204,5734,69613,22385267,6221759,207597,108163,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,916842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911540,0,0,0,246720
76,1045,4992,17,1307,4794,636,2648,554934,67989,4348,2684,5336,0,0,0,1051,0,0,542,0,897,0,0,0,10168,0,0,0,0,0,1171,8764,0,1509,5893,0,752,4173069,0,0,0,0,0,0,0,359,4469,104,298,1545,261,517,107803,4055100,2083,1053,0,0,0,0,33211,262253,2602,65555,262960,5800,69899,22495524,6245937,209761,109461,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,922178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916842,0,0,0,250023
77,1071,5085,21,1309,4863,641,2646,554845,68357,4338,2703,5321,0,0,0,1069,0,0,549,0,902,0,0,0,10216,0,0,0,0,0,1210,8925,0,1525,5998,0,756,4191961,0,0,0,0,0,0,0,372,4551,104,314,1586,261,523,109366,4072150,2112,1063,0,0,0,0,34274,267245,2619,66864,267759,5873,70197,22605168,6270226,211964,110820,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,927499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922178,0,0,0,253319
78,1121,5182,22,1314,4975,644,2641,555887,66943,4339,2713,5331,0,0,0,1089,0,0,557,0,907,0,0,0,10262,0,0,0,0,0,1266,9082,0,1542,6136,0,758,4210642,0,0,0,0,0,0,0,380,4628,104,328,1618,263,530,111037,4089532,2134,1076,0,0,0,0,35365,272330,2640,68175,272628,5942,70484,22714075,6294544,214163,112146,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,932830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927499,0,0,0,256893
79,1167,5272,22,1338,5070,652,2640,556163,66607,4336,2733,5270,0,0,0,1110,0,0,568,0,915,0,0,0,10309,0,0,0,0,0,1314,9253,0,1580,6260,0,762,4229300,0,0,0,0,0,0,0,389,4721,106,341,1659,263,535,112749,4106538,2156,1084,0,0,0,0,36507,277512,2662,69489,277614,6005,70804,22825646,6318163,216339,113513,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,938100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932830,0,0,0,259001
