time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.default,agentCount.fib.default,agentCount.APC.native,agentCount.APC.native,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.default,recruit.fib.default,recruit.APC.native,recruit.APC.native,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.default,prolif.fib.default,prolif.APC.native,prolif.APC.native,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.default,death.fib.default,death.APC.native,death.APC.native,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.default,move.fib.default,move.APC.native,move.APC.native,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.default,drop_in.fib.default,drop_in.APC.native,drop_in.APC.native,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.default,drop_out.fib.default,drop_out.APC.native,drop_out.APC.native,PDL1_frac
129,7530,12207,181,3138,13736,742,2283,504570,63128,4307,3245,4974,0,0,0,2872,0,0,1472,0,1136,0,0,0,12627,0,0,0,0,0,9248,22214,0,3866,16260,0,884,5126423,0,0,0,0,0,0,0,2220,11946,250,965,3759,394,1014,218205,4953277,3228,1847,0,0,0,0,213641,686213,6420,174040,710662,9626,84265,27964772,7523020,325617,188844,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1193402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188428,0,0,0,348775
130,7687,12406,190,3200,14013,745,2274,503242,62974,4277,3265,5007,0,0,0,2918,0,0,1495,0,1140,0,0,0,12665,0,0,0,0,0,9491,22599,0,3949,16586,0,886,5144295,0,0,0,0,0,0,0,2314,12156,255,992,3825,395,1025,221073,4969763,3263,1860,0,0,0,0,221217,698420,6601,177186,724413,9695,84503,28065694,7546646,327762,190439,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1198409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193402,0,0,0,350573
131,7961,12580,204,3279,14311,755,2266,501051,63027,4280,3280,5084,0,0,0,2975,0,0,1519,0,1152,0,0,0,12723,0,0,0,0,0,9835,22952,0,4043,16941,0,888,5161578,0,0,0,0,0,0,0,2400,12359,258,1012,3901,397,1035,223861,4986396,3285,1878,0,0,0,0,228961,710826,6791,180392,738444,9772,84775,28166055,7569928,329932,192080,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1203493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198409,0,0,0,352815
132,8209,12702,212,3381,14569,757,2255,500204,62130,4290,3280,4836,0,0,0,3020,0,0,1543,0,1160,0,0,0,12762,0,0,0,0,0,10164,23286,0,4171,17248,0,890,5179142,0,0,0,0,0,0,0,2487,12596,264,1040,3972,403,1048,226692,5002873,3301,1891,0,0,0,0,236967,723406,6995,183675,752775,9843,85029,28267479,7593398,332073,193715,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1208329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203493,0,0,0,354532
133,8465,12850,213,3480,14780,759,2242,498563,62276,4294,3275,4954,0,0,0,3072,0,0,1568,0,1164,0,0,0,12804,0,0,0,0,0,10491,23608,0,4288,17518,0,890,5197027,0,0,0,0,0,0,0,2568,12803,272,1068,4046,405,1061,229690,5019255,3326,1909,0,0,0,0,245228,736108,7207,187066,767359,9927,85274,28369142,7616300,334204,195340,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1213283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208329,0,0,0,357081
134,8664,13096,219,3543,14981,759,2228,497172,62659,4295,3280,5133,0,0,0,3134,0,0,1587,0,1165,0,0,0,12850,0,0,0,0,0,10779,24050,0,4384,17792,0,894,5215216,0,0,0,0,0,0,0,2670,13036,278,1102,4137,406,1079,232432,5035710,3350,1925,0,0,0,0,253755,748958,7420,190548,782156,9998,85538,28470909,7639345,336464,196947,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1218416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213283,0,0,0,359188
135,8862,13263,225,3592,15102,759,2218,495625,62907,4301,3294,4951,0,0,0,3189,0,0,1603,0,1167,0,0,0,12910,0,0,0,0,0,11054,24442,0,4456,17988,0,896,5233560,0,0,0,0,0,0,0,2765,13282,288,1128,4225,408,1091,235283,5052502,3371,1944,0,0,0,0,262474,762054,7639,194095,797149,10071,85794,28572533,7662537,338660,198563,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1223367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218416,0,0,0,361151
136,9083,13322,231,3669,15262,757,2209,493937,62955,4287,3308,4948,0,0,0,3242,0,0,1625,0,1168,0,0,0,12951,0,0,0,0,0,11359,24746,0,4540,18197,0,897,5251501,0,0,0,0,0,0,0,2859,13556,296,1139,4292,411,1101,238192,5069174,3399,1957,0,0,0,0,271389,775317,7864,197692,812268,10146,86045,28674997,7685855,340808,200236,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1228315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223367,0,0,0,362671
137,9317,13504,232,3749,15490,759,2195,492460,62877,4294,3313,5068,0,0,0,3298,0,0,1649,0,1174,0,0,0,12998,0,0,0,0,0,11696,25136,0,4637,18504,0,901,5269550,0,0,0,0,0,0,0,2966,13803,308,1160,4391,415,1119,241136,5085834,3417,1974,0,0,0,0,280528,788639,8095,201365,827550,10208,86302,28776814,7709365,342961,201923,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1233383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228315,0,0,0,365087
138,9553,13693,231,3839,15691,762,2185,490322,62886,4300,3311,4975,0,0,0,3354,0,0,1686,0,1179,0,0,0,13040,0,0,0,0,0,12042,25540,0,4737,18789,0,904,5287111,0,0,0,0,0,0,0,3091,14047,321,1180,4502,417,1132,244157,5102503,3437,1992,0,0,0,0,289901,802143,8327,205124,843067,10278,86529,28878313,7732569,345202,203583,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1238358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233383,0,0,0,366085
139,9775,13938,235,3898,15956,767,2168,489564,61714,4285,3338,4946,0,0,0,3412,0,0,1713,0,1186,0,0,0,13092,0,0,0,0,0,12378,25995,0,4815,19117,0,904,5305145,0,0,0,0,0,0,0,3209,14298,330,1200,4591,419,1149,247295,5119329,3458,2011,0,0,0,0,299512,815836,8558,208967,858781,10350,86781,28980168,7755939,347331,205268,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1243304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238358,0,0,0,367963
140,9987,14051,244,3990,16142,765,2153,488221,62157,4283,3364,5101,0,0,0,3465,0,0,1740,0,1187,0,0,0,13144,0,0,0,0,0,12711,26367,0,4913,19389,0,906,5323525,0,0,0,0,0,0,0,3344,14576,341,1214,4696,422,1166,250320,5135584,3477,2020,0,0,0,0,309340,829774,8793,212875,874754,10430,87037,29083938,7778842,349494,206932,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1248405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243304,0,0,0,372452
141,10248,14208,252,4025,16369,765,2139,486271,62983,4284,3367,5058,0,0,0,3522,0,0,1768,0,1192,0,0,0,13197,0,0,0,0,0,13098,26783,0,4967,19680,0,911,5341981,0,0,0,0,0,0,0,3477,14866,352,1236,4785,427,1185,253352,5152132,3504,2042,0,0,0,0,319384,843825,9037,216869,890920,10506,87291,29186443,7801637,351694,208601,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1253463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248405,0,0,0,374147
142,10459,14393,254,4094,16525,765,2130,483436,63723,4292,3371,4979,0,0,0,3587,0,0,1797,0,1194,0,0,0,13244,0,0,0,0,0,13429,27214,0,5053,19920,0,914,5359820,0,0,0,0,0,0,0,3620,15141,363,1256,4895,429,1197,256374,5169044,3524,2057,0,0,0,0,329697,858033,9289,220900,907312,10593,87539,29288963,7824899,353929,210274,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1258442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253463,0,0,0,375638
143,10682,14572,266,4151,16723,769,2125,482146,63193,4294,3378,4910,0,0,0,3646,0,0,1818,0,1198,0,0,0,13294,0,0,0,0,0,13775,27668,0,5134,20199,0,919,5378286,0,0,0,0,0,0,0,3748,15450,371,1283,4994,429,1207,259482,5186222,3544,2078,0,0,0,0,340215,872426,9543,224998,923854,10666,87801,29391598,7848805,356058,212005,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1263352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258442,0,0,0,377459
144,10858,14730,285,4218,16973,774,2115,480974,63057,4286,3390,5172,0,0,0,3715,0,0,1850,0,1205,0,0,0,13340,0,0,0,0,0,14078,28103,0,5207,20520,0,919,5396831,0,0,0,0,0,0,0,3893,15751,379,1297,5089,431,1217,262503,5203054,3570,2094,0,0,0,0,350966,886998,9809,229157,940601,10750,88060,29495179,7872265,358253,213680,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1268524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263352,0,0,0,379167
145,11141,14921,299,4315,17239,777,2109,478744,63823,4292,3390,5140,0,0,0,3786,0,0,1878,0,1209,0,0,0,13386,0,0,0,0,0,14490,28533,0,5327,20881,0,921,5415014,0,0,0,0,0,0,0,4050,16011,387,1321,5211,432,1225,265560,5219644,3591,2113,0,0,0,0,361895,901728,10094,233379,957598,10816,88318,29598089,7895722,360397,215361,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1273664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268524,0,0,0,380600
146,11412,15121,311,4387,17480,777,2095,476708,63596,4294,3401,5126,0,0,0,3838,0,0,1917,0,1213,0,0,0,13433,0,0,0,0,0,14927,28997,0,5412,21210,0,923,5432989,0,0,0,0,0,0,0,4227,16294,397,1346,5326,436,1241,268693,5236749,3615,2123,0,0,0,0,373088,916649,10393,237706,974864,10886,88578,29699227,7919382,362540,217062,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1278790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273664,0,0,0,382635
147,11632,15248,312,4455,17717,784,2078,475481,63511,4298,3406,5020,0,0,0,3906,0,0,1940,0,1222,0,0,0,13485,0,0,0,0,0,15309,29401,0,5507,21522,0,923,5451675,0,0,0,0,0,0,0,4409,16605,410,1375,5422,438,1258,271922,5253518,3638,2143,0,0,0,0,384568,931770,10704,242098,992362,10969,88831,29803245,7943113,364712,218817,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1283810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278790,0,0,0,384868
148,11837,15493,314,4520,17971,786,2070,472989,64128,4292,3400,5164,0,0,0,3979,0,0,1970,0,1227,0,0,0,13522,0,0,0,0,0,15671,29884,0,5593,21863,0,925,5469829,0,0,0,0,0,0,0,4582,16884,424,1400,5535,441,1268,275168,5270301,3664,2166,0,0,0,0,396273,947018,11016,246558,1010104,11051,89073,29906447,7966887,366862,220488,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1288974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283810,0,0,0,386591
149,12154,15712,320,4594,18229,789,2058,472026,63533,4295,3403,5095,0,0,0,4039,0,0,2003,0,1233,0,0,0,13571,0,0,0,0,0,16150,30374,0,5675,22198,0,929,5488750,0,0,0,0,0,0,0,4768,17174,435,1413,5640,444,1284,278436,5287512,3688,2185,0,0,0,0,408170,962511,11330,251084,1028102,11126,89327,30009329,7990914,369018,222225,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1294069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288974,0,0,0,388077
150,12386,15906,326,4667,18481,788,2051,469678,64655,4311,3401,5026,0,0,0,4102,0,0,2035,0,1235,0,0,0,13625,0,0,0,0,0,16570,30833,0,5769,22528,0,933,5507583,0,0,0,0,0,0,0,4960,17484,443,1439,5745,447,1295,281657,5304350,3710,2203,0,0,0,0,420387,978223,11650,255684,1046357,11201,89581,30113834,8014578,371255,223878,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1299095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294069,0,0,0,389540
151,12596,16075,333,4760,18731,790,2035,466980,65341,4323,3391,4991,0,0,0,4168,0,0,2065,0,1239,0,0,0,13663,0,0,0,0,0,16956,31276,0,5882,22867,0,936,5526185,0,0,0,0,0,0,0,5147,17793,456,1463,5860,449,1314,284959,5321662,3732,2217,0,0,0,0,432839,994129,11976,260358,1064861,11273,89853,30217125,8038756,373410,225604,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1304086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299095,0,0,0,391110
152,12818,16327,349,4851,19029,789,2024,465035,65358,4318,3400,5020,0,0,0,4232,0,0,2103,0,1244,0,0,0,13700,0,0,0,0,0,17353,31803,0,5987,23233,0,937,5545111,0,0,0,0,0,0,0,5333,18090,471,1478,5965,455,1326,288158,5339317,3751,2231,0,0,0,0,445499,1010204,12309,265123,1083625,11384,90123,30321209,8063331,375560,227281,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1309106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304086,0,0,0,393232
153,13094,16490,351,4962,19373,793,2005,463620,65067,4289,3426,4997,0,0,0,4312,0,0,2144,0,1249,0,0,0,13740,0,0,0,0,0,17802,32267,0,6111,23659,0,939,5564274,0,0,0,0,0,0,0,5531,18429,486,1499,6080,456,1347,291550,5356794,3775,2250,0,0,0,0,458397,1026531,12658,269984,1102685,11460,90342,30425185,8087923,377731,228975,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1314103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309106,0,0,0,394331
154,13339,16651,351,5026,19720,795,1993,461272,65637,4265,3442,4916,0,0,0,4374,0,0,2177,0,1252,0,0,0,13775,0,0,0,0,0,18260,32732,0,6200,24094,0,943,5583276,0,0,0,0,0,0,0,5760,18761,504,1528,6197,457,1363,294998,5374126,3802,2266,0,0,0,0,471553,1043021,13009,274953,1122084,11527,90588,30529847,8112205,379878,230705,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1319019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314103,0,0,0,395340
155,13503,16823,354,5113,20029,800,1993,459420,65706,4253,3461,5145,0,0,0,4437,0,0,2221,0,1258,0,0,0,13816,0,0,0,0,0,18620,33186,0,6308,24496,0,947,5602347,0,0,0,0,0,0,0,5967,19079,517,1557,6326,458,1367,298283,5391695,3823,2279,0,0,0,0,484955,1059672,13360,279988,1141839,11598,90857,30634424,8137046,382060,232440,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1324164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319019,0,0,0,398517
156,13694,17082,372,5201,20374,799,1980,457562,65655,4264,3476,5067,0,0,0,4495,0,0,2247,0,1259,0,0,0,13872,0,0,0,0,0,19029,33748,0,6419,24936,0,949,5621361,0,0,0,0,0,0,0,6191,19405,528,1586,6441,460,1382,301633,5409268,3839,2293,0,0,0,0,498516,1076495,13714,285108,1161887,11685,91108,30739562,8161985,384232,234150,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1329231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324164,0,0,0,399990
157,14013,17325,383,5246,20714,804,1971,455785,65760,4264,3478,5043,0,0,0,4555,0,0,2288,0,1266,0,0,0,13920,0,0,0,0,0,19587,34245,0,6486,25372,0,951,5640420,0,0,0,0,0,0,0,6431,19697,538,1616,6570,462,1393,305115,5426517,3866,2312,0,0,0,0,512270,1093577,14086,290319,1182292,11765,91355,30844571,8186690,386400,235896,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1334274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329231,0,0,0,401930
158,14314,17506,385,5355,21046,807,1965,453903,65836,4260,3481,5118,0,0,0,4630,0,0,2334,0,1273,0,0,0,13958,0,0,0,0,0,20122,34733,0,6616,25779,0,955,5659925,0,0,0,0,0,0,0,6674,20049,557,1641,6687,466,1403,308714,5444229,3884,2333,0,0,0,0,526358,1110902,14469,295573,1203044,11825,91594,30948900,8211611,388522,237654,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1339392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334274,0,0,0,403037
159,14549,17693,395,5429,21343,810,1946,451729,66559,4257,3482,5137,0,0,0,4704,0,0,2364,0,1276,0,0,0,14002,0,0,0,0,0,20573,35223,0,6722,26177,0,957,5679547,0,0,0,0,0,0,0,6903,20391,569,1681,6810,466,1424,312312,5461704,3911,2352,0,0,0,0,540746,1128408,14854,300937,1224111,11888,91837,31055137,8236540,390722,239343,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1344529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339392,0,0,0,404083
160,14833,17911,405,5511,21752,807,1932,449470,67053,4240,3496,5011,0,0,0,4779,0,0,2394,0,1278,0,0,0,14040,0,0,0,0,0,21060,35760,0,6828,26674,0,958,5699001,0,0,0,0,0,0,0,7124,20744,582,1708,6925,471,1439,315981,5479254,3934,2370,0,0,0,0,555370,1146101,15249,306371,1245479,11968,92066,31160736,8261782,392888,241084,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1349540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344529,0,0,0,407345
161,15070,18046,416,5634,22110,808,1917,447446,67162,4241,3503,5085,0,0,0,4845,0,0,2433,0,1282,0,0,0,14097,0,0,0,0,0,21555,36221,0,6969,27122,0,959,5718638,0,0,0,0,0,0,0,7386,21105,598,1736,7044,474,1455,319714,5497073,3961,2392,0,0,0,0,570269,1164012,15654,311893,1267259,12050,92303,31266435,8287329,395044,242815,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1354625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349540,0,0,0,408425
162,15361,18269,416,5704,22443,811,1908,445241,67363,4260,3499,5092,0,0,0,4904,0,0,2483,0,1288,0,0,0,14144,0,0,0,0,0,22084,36796,0,7071,27557,0,960,5738377,0,0,0,0,0,0,0,7635,21480,623,1771,7193,477,1465,323394,5515136,3978,2407,0,0,0,0,585398,1182058,16070,317534,1289412,12128,92560,31373387,8313360,397207,244596,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1359717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354625,0,0,0,409689
163,15640,18441,418,5789,22732,814,1897,443146,67494,4269,3491,5084,0,0,0,4970,0,0,2519,0,1294,0,0,0,14181,0,0,0,0,0,22635,37287,0,7186,27943,0,961,5758172,0,0,0,0,0,0,0,7913,21842,638,1805,7322,480,1477,326960,5533329,3994,2427,0,0,0,0,600825,1200327,16486,323249,1311880,12218,92823,31480327,8339492,399328,246270,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1364801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359717,0,0,0,411279
164,15914,18665,421,5891,23106,813,1881,441206,67506,4247,3523,5073,0,0,0,5048,0,0,2570,0,1295,0,0,0,14228,0,0,0,0,0,23135,37808,0,7330,28403,0,964,5778167,0,0,0,0,0,0,0,8158,22175,658,1850,7456,482,1496,330721,5551491,4020,2438,0,0,0,0,616543,1218768,16904,329047,1334654,12292,93070,31587279,8365491,401537,248006,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1369874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364801,0,0,0,413593
165,16176,18957,424,6014,23484,817,1870,439092,67984,4248,3543,5290,0,0,0,5127,0,0,2622,0,1300,0,0,0,14286,0,0,0,0,0,23685,38412,0,7484,28879,0,968,5798285,0,0,0,0,0,0,0,8450,22542,675,1884,7603,483,1511,334323,5569643,4034,2461,0,0,0,0,632536,1237433,17325,334944,1357806,12367,93347,31694244,8391351,403729,249760,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1375164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369874,0,0,0,414453
166,16413,19136,427,6111,23809,817,1856,436559,68477,4244,3548,5115,0,0,0,5206,0,0,2657,0,1302,0,0,0,14333,0,0,0,0,0,24197,38933,0,7608,29308,0,971,5818358,0,0,0,0,0,0,0,8753,22910,697,1913,7740,485,1528,338123,5587956,4058,2483,0,0,0,0,648791,1256390,17749,340963,1381320,12443,93599,31801214,8417482,405814,251500,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1380279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375164,0,0,0,416001
167,16674,19280,425,6228,24128,816,1843,434062,68938,4255,3553,5097,0,0,0,5284,0,0,2692,0,1304,0,0,0,14382,0,0,0,0,0,24715,39421,0,7752,29760,0,974,5838564,0,0,0,0,0,0,0,9024,23296,721,1944,7904,488,1544,341994,5606327,4078,2496,0,0,0,0,665282,1275526,18176,347079,1405159,12530,93868,31909250,8443975,407946,253283,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1385376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380279,0,0,0,417326
168,16823,19456,432,6332,24585,818,1833,431544,69309,4248,3567,5288,0,0,0,5339,0,0,2727,0,1307,0,0,0,14434,0,0,0,0,0,25183,39958,0,7895,30310,0,978,5858834,0,0,0,0,0,0,0,9352,23681,736,1986,8029,489,1558,345876,5624862,4102,2517,0,0,0,0,682011,1294806,18601,353312,1429317,12602,94110,32016949,8470621,410116,255104,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1390664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385376,0,0,0,418592
169,17096,19671,435,6422,25012,815,1820,428956,69536,4263,3560,5132,0,0,0,5421,0,0,2759,0,1313,0,0,0,14487,0,0,0,0,0,25734,40518,0,8008,30858,0,982,5879156,0,0,0,0,0,0,0,9653,24062,756,2016,8175,498,1575,349738,5643683,4127,2537,0,0,0,0,698916,1314262,19033,359653,1453925,12685,94354,32124729,8497475,412260,256907,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1395796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390664,0,0,0,418194
170,17332,19854,439,6491,25444,815,1809,426351,70039,4262,3568,5079,0,0,0,5503,0,0,2801,0,1316,0,0,0,14532,0,0,0,0,0,26226,41076,0,8113,31420,0,988,5899689,0,0,0,0,0,0,0,9940,24468,772,2054,8345,501,1592,353628,5662428,4145,2557,0,0,0,0,716094,1333933,19468,366083,1478971,12779,94637,32231799,8524657,414439,258690,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1400875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395796,0,0,0,418777
171,17556,20055,441,6550,25780,815,1800,423587,70229,4290,3556,5201,0,0,0,5602,0,0,2836,0,1319,0,0,0,14584,0,0,0,0,0,26719,41612,0,8203,31893,0,991,5920157,0,0,0,0,0,0,0,10240,24844,797,2089,8513,504,1604,357468,5681630,4162,2576,0,0,0,0,733525,1353787,19907,372583,1504441,12872,94879,32339287,8552111,416612,260445,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1406076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400875,0,0,0,419454
172,17689,20249,453,6605,26116,816,1781,421159,70415,4271,3575,5118,0,0,0,5673,0,0,2875,0,1323,0,0,0,14631,0,0,0,0,0,27160,42146,0,8277,32374,0,994,5940746,0,0,0,0,0,0,0,10553,25216,819,2118,8687,507,1626,361257,5700672,4194,2591,0,0,0,0,751152,1373842,20348,379145,1530248,12960,95129,32447888,8579673,418791,262261,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1411194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406076,0,0,0,420313
173,17965,20490,457,6691,26499,825,1758,418436,70665,4253,3609,5188,0,0,0,5749,0,0,2923,0,1332,0,0,0,14687,0,0,0,0,0,27741,42740,0,8389,32857,0,995,5961043,0,0,0,0,0,0,0,10868,25613,837,2143,8836,507,1650,365215,5719484,4220,2605,0,0,0,0,768917,1394091,20801,385758,1556404,13051,95387,32554301,8607081,420989,264058,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1416382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411194,0,0,0,421201
174,18203,20622,467,6749,26714,825,1749,415879,70676,4261,3613,5142,0,0,0,5846,0,0,2964,0,1334,0,0,0,14738,0,0,0,0,0,28301,43216,0,8493,33184,0,998,5981491,0,0,0,0,0,0,0,11219,25995,857,2192,8986,509,1662,369212,5738481,4236,2628,0,0,0,0,786979,1414581,21258,392456,1582937,13139,95656,32661468,8634642,423161,265892,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1421524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416382,0,0,0,421135
175,18502,20901,471,6845,26952,830,1729,413484,70906,4270,3614,5213,0,0,0,5936,0,0,3010,0,1341,0,0,0,14792,0,0,0,0,0,28881,43822,0,8615,33555,0,999,6002307,0,0,0,0,0,0,0,11522,26362,881,2223,9160,511,1683,373247,5757427,4262,2646,0,0,0,0,805272,1435203,21725,399216,1609686,13233,95889,32770263,8662658,425319,267667,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1426737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421524,0,0,0,422333
176,18767,21001,479,6977,27299,834,1714,410920,71159,4262,3630,5090,0,0,0,6009,0,0,3063,0,1345,0,0,0,14848,0,0,0,0,0,29470,44330,0,8774,34052,0,1001,6023176,0,0,0,0,0,0,0,11859,26800,903,2256,9357,511,1700,377352,5776502,4292,2664,0,0,0,0,823847,1456104,22196,406072,1636680,13332,96152,32878367,8690697,427433,269517,0,0,0,0,0,0,0,0,0,0,2413,412196,200561,0,0,1431827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426737,0,0,0,421782
