time,V_C.nT1,V_C.T1,V_C.nT0,V_C.T0,V_C.nivolumab,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT1,V_P.T1,V_P.nT0,V_P.T0,V_P.nivolumab,V_P.cabozantinib,V_T.C_x,V_T.T_exh,V_T.C1,V_T.T1,V_T.T0,V_T.APC,V_T.mAPC,V_T.c,V_T.P0,V_T.P1,V_T.nivolumab,V_T.cabozantinib,V_T.v_cabo,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.IL2,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.APC,V_LN.mAPC,V_LN.nivolumab,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_CT.PD1_PDL1,syn_CT.PD1_PDL2,syn_CT.PD1_aPD1,syn_CT.PD1_aPD1_PD1,syn_CT.PDL1_aPDL1,syn_CT.PDL1_aPDL1_PDL1,syn_DN.CD28_CD80,syn_DN.CD28_CD80_CD28,syn_DN.CD28_CD86,syn_DN.PDL1_CD80,syn_DN.CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4,syn_DN.CD80_CTLA4_CD80,syn_DN.CTLA4_CD80_CTLA4_CD80,syn_DN.CTLA4_CD86,syn_DN.CD86_CTLA4_CD86,syn_DN.CTLA4_aCTLA4,syn_DN.CTLA4_aCTLA4_CTLA4,syn_DN.PDL1_aPDL1,syn_DN.PDL1_aPDL1_PDL1,Treg_P.CTLA4_aCTLA4,Treg_P.CTLA4_aCTLA4_CTLA4,Treg_T.CTLA4_aCTLA4,Treg_T.CTLA4_aCTLA4_CTLA4
103,158.474,163686,3.12916,81341.6,1.77687e-07,6.97499e-07,6.73958e-05,0.000149413,1315.32,724930,25.9701,484699,1.56276e-08,9.15009e-11,2.63105e+08,1.55454e+08,8.55875e+10,5.89672e+08,1.03967e+10,4.10247e+06,2.75675e+06,34735.3,1.54465e-05,1.54465e-06,1.59637e-07,3.61065e-07,4.23189e+11,9.14166,165.952,3.64372e+09,3.22227e-08,0.0308116,61.1235,1.81018e+09,5e+08,2.36608e+07,7.13345e-08,3.53989e-09,1.28733e-05,1.52655e-06,1.28733e-06,1.52655e-07,192.164,1.46831,0.146874,2.76406,9.79619,1.66847,1.86112,0.169919,0.585212,9.40197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,158.469,166312,3.12916,82640.8,1.75271e-07,6.56718e-07,6.22723e-05,0.000147306,1315.29,737450,25.9701,493042,1.55668e-08,8.6151e-11,2.63095e+08,1.55527e+08,8.56099e+10,5.90025e+08,1.03967e+10,4.10361e+06,2.75755e+06,34781.5,1.54352e-05,1.54352e-06,1.57384e-07,3.39955e-07,4.16536e+11,9.11558,165.904,3.644e+09,3.22129e-08,0.0308105,61.1234,1.81018e+09,5e+08,2.36727e+07,7.03472e-08,3.33292e-09,1.28642e-05,1.52567e-06,1.28642e-06,1.52566e-07,190.085,1.45156,0.145199,2.7342,9.83593,1.67358,1.86859,0.170582,0.582556,9.39922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,158.464,168973,3.12916,83958.7,1.72897e-07,7.92178e-07,7.89478e-05,0.000156229,1315.25,750106,25.9701,501487,1.55026e-08,1.03921e-10,2.63061e+08,1.55596e+08,8.56317e+10,5.90348e+08,1.03966e+10,4.10471e+06,2.75832e+06,34821.9,1.54229e-05,1.54229e-06,1.5517e-07,4.10076e-07,4.09995e+11,9.09013,165.856,3.64423e+09,3.22034e-08,0.0308095,61.1234,1.81019e+09,5e+08,2.36842e+07,6.93762e-08,4.02039e-09,1.28541e-05,1.52467e-06,1.28541e-06,1.52466e-07,188.056,1.43511,0.143554,2.70506,9.87468,1.67859,1.87632,0.171271,0.579841,9.39635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,158.459,171657,3.12916,85288.6,1.70564e-07,7.44763e-07,7.29461e-05,0.000154026,1315.21,762899,25.9701,510037,1.54353e-08,9.77011e-11,2.63003e+08,1.5566e+08,8.56529e+10,5.90641e+08,1.03965e+10,4.10579e+06,2.75908e+06,34856.9,1.54095e-05,1.54095e-06,1.52994e-07,3.85532e-07,4.03601e+11,9.06531,165.81,3.64442e+09,3.2194e-08,0.0308086,61.1233,1.81019e+09,5e+08,2.36955e+07,6.84213e-08,3.77976e-09,1.28431e-05,1.52355e-06,1.28431e-06,1.52355e-07,186.077,1.41896,0.141938,2.67663,9.91245,1.68351,1.8843,0.171984,0.577073,9.39337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,158.454,174360,3.12916,86629.1,1.68271e-07,7.00767e-07,6.74007e-05,0.000151855,1315.18,775827,25.9701,518690,1.5365e-08,9.19296e-11,2.62923e+08,1.5572e+08,8.56737e+10,5.90906e+08,1.03965e+10,4.10683e+06,2.75982e+06,34886.7,1.53952e-05,1.53952e-06,1.50855e-07,3.62757e-07,3.97355e+11,9.04108,165.764,3.64455e+09,3.21848e-08,0.0308076,61.1232,1.8102e+09,5e+08,2.37065e+07,6.74822e-08,3.55647e-09,1.28314e-05,1.52234e-06,1.28314e-06,1.52233e-07,184.147,1.4031,0.140352,2.6489,9.94926,1.68834,1.89252,0.172719,0.574259,9.39028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,158.449,177082,3.12916,87979.9,1.66016e-07,6.59938e-07,6.22768e-05,0.000149714,1315.14,788889,25.9701,527445,1.52919e-08,8.65734e-11,2.62821e+08,1.55777e+08,8.56938e+10,5.91144e+08,1.03964e+10,4.10785e+06,2.76054e+06,34911.6,1.53799e-05,1.53799e-06,1.48752e-07,3.41621e-07,3.91254e+11,9.01745,165.72,3.64464e+09,3.21758e-08,0.0308067,61.1232,1.8102e+09,5e+08,2.37172e+07,6.65586e-08,3.34926e-09,1.28188e-05,1.52102e-06,1.28188e-06,1.52102e-07,182.264,1.38754,0.138795,2.62186,9.98513,1.69308,1.90096,0.173475,0.571406,9.38709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,158.443,179839,3.12916,89349.2,1.63799e-07,7.95349e-07,7.8952e-05,0.000158602,1315.1,802085,25.9701,536303,1.5216e-08,1.04337e-10,2.627e+08,1.55829e+08,8.57134e+10,5.91356e+08,1.03963e+10,4.10885e+06,2.76124e+06,34931.8,1.53637e-05,1.53637e-06,1.46685e-07,4.11718e-07,3.85255e+11,8.99438,165.676,3.64469e+09,3.21669e-08,0.0308058,61.1231,1.81021e+09,5e+08,2.37277e+07,6.56499e-08,4.03649e-09,1.28054e-05,1.51962e-06,1.28054e-06,1.51961e-07,180.428,1.37227,0.137268,2.59548,10.0201,1.69774,1.90959,0.174251,0.568518,9.38381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,158.438,182618,3.12916,90730.2,1.61619e-07,7.47889e-07,7.295e-05,0.000156366,1315.06,815417,25.9701,545265,1.51377e-08,9.81112e-11,2.62559e+08,1.55879e+08,8.57324e+10,5.91543e+08,1.03963e+10,4.10981e+06,2.76192e+06,34947.5,1.53467e-05,1.53467e-06,1.44652e-07,3.8715e-07,3.7939e+11,8.97188,165.634,3.64471e+09,3.21583e-08,0.030805,61.1231,1.81021e+09,5e+08,2.37379e+07,6.4756e-08,3.79562e-09,1.27914e-05,1.51812e-06,1.27914e-06,1.51811e-07,178.638,1.3573,0.135771,2.56976,10.0541,1.70231,1.91842,0.175045,0.565601,9.38043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,158.433,185415,3.12916,92121.3,1.59476e-07,7.03847e-07,6.74043e-05,0.000154162,1315.02,828883,25.9701,554329,1.5057e-08,9.23336e-11,2.62399e+08,1.55924e+08,8.57509e+10,5.91706e+08,1.03962e+10,4.11075e+06,2.76259e+06,34959,1.53288e-05,1.53288e-06,1.42654e-07,3.64351e-07,3.73661e+11,8.94991,165.593,3.64468e+09,3.21499e-08,0.0308041,61.123,1.81022e+09,5e+08,2.37479e+07,6.38765e-08,3.5721e-09,1.27767e-05,1.51654e-06,1.27767e-06,1.51653e-07,176.893,1.34262,0.134302,2.54469,10.0873,1.7068,1.92743,0.175857,0.562659,9.37698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,158.428,188230,3.12916,93522.1,1.57368e-07,6.62972e-07,6.22801e-05,0.000151988,1314.99,842480,25.9701,563496,1.49741e-08,8.69715e-11,2.62223e+08,1.55967e+08,8.57688e+10,5.91846e+08,1.03961e+10,4.11166e+06,2.76323e+06,34966.4,1.53102e-05,1.53102e-06,1.40688e-07,3.43192e-07,3.68063e+11,8.92848,165.553,3.64462e+09,3.21417e-08,0.0308033,61.123,1.81022e+09,5e+08,2.37576e+07,6.30112e-08,3.36466e-09,1.27613e-05,1.51487e-06,1.27613e-06,1.51487e-07,175.191,1.32823,0.132863,2.52024,10.1196,1.71121,1.9366,0.176684,0.559697,9.37344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,158.423,191081,3.12916,94941.4,4.10439e-07,7.9834e-07,7.8955e-05,0.000160845,1314.95,856209,25.97,572764,1.54311e-08,1.0473e-10,2.62335e+08,1.55976e+08,8.57858e+10,5.91999e+08,1.03961e+10,4.11254e+06,2.76386e+06,34978.5,1.53827e-05,1.53827e-06,3.66792e-07,4.13266e-07,3.62558e+11,8.90755,165.514,3.64453e+09,3.21338e-08,0.0308026,61.1229,1.81023e+09,5e+08,2.37671e+07,1.64306e-07,4.05167e-09,1.28021e-05,1.5196e-06,1.28021e-06,1.5196e-07,173.525,1.31856,0.131895,2.49635,10.1511,1.71555,1.89169,0.174529,0.598947,9.37752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,158.418,193952,3.12916,96371.8,4.03659e-07,7.50835e-07,7.29528e-05,0.000158577,1314.91,870071,25.97,582136,1.58589e-08,9.84977e-11,2.63019e+08,1.55931e+08,8.58014e+10,5.92212e+08,1.0396e+10,4.11339e+06,2.76446e+06,35007.3,1.5471e-05,1.5471e-06,3.60525e-07,3.88675e-07,3.57176e+11,8.88711,165.477,3.64442e+09,3.2126e-08,0.0308018,61.1229,1.81023e+09,5e+08,2.37764e+07,1.61614e-07,3.81058e-09,1.28747e-05,1.52836e-06,1.28747e-06,1.52836e-07,171.878,1.31344,0.131383,2.47279,10.1822,1.71984,1.83868,0.170764,0.621143,9.39493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,158.413,196840,3.12916,97811.7,3.97032e-07,7.06751e-07,6.74069e-05,0.000156342,1314.87,884065,25.97,591610,1.62608e-08,9.27145e-11,2.64049e+08,1.55857e+08,8.58155e+10,5.92478e+08,1.03959e+10,4.11421e+06,2.76505e+06,35051.5,1.55531e-05,1.55531e-06,3.54401e-07,3.65854e-07,3.51917e+11,8.86713,165.443,3.64427e+09,3.21187e-08,0.0308011,61.1228,1.81023e+09,5e+08,2.37854e+07,1.58901e-07,3.58684e-09,1.29447e-05,1.53684e-06,1.29447e-06,1.53683e-07,170.251,1.30829,0.130868,2.44949,10.2129,1.72411,1.79006,0.166637,0.637362,9.41329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,158.408,199746,3.12916,99260.7,3.90552e-07,6.65834e-07,6.22826e-05,0.000154137,1314.83,898188,25.97,601184,1.66379e-08,8.73469e-11,2.65233e+08,1.55777e+08,8.58282e+10,5.92784e+08,1.03958e+10,4.11498e+06,2.76561e+06,35108.3,1.5626e-05,1.5626e-06,3.48414e-07,3.44674e-07,3.46779e+11,8.84757,165.412,3.6441e+09,3.21118e-08,0.0308004,61.1228,1.81024e+09,5e+08,2.37942e+07,1.56246e-07,3.37919e-09,1.30072e-05,1.54444e-06,1.30072e-06,1.54444e-07,168.643,1.30246,0.130284,2.42647,10.2432,1.72833,1.74741,0.162671,0.651048,9.42985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,158.403,202686,3.12916,100728,3.84215e-07,8.01161e-07,7.89572e-05,0.000162963,1314.79,912440,25.97,610860,1.69913e-08,1.051e-10,2.66447e+08,1.55702e+08,8.58396e+10,5.93118e+08,1.03957e+10,4.1157e+06,2.76615e+06,35174.4,1.56897e-05,1.56897e-06,3.4256e-07,4.14726e-07,3.41725e+11,8.8284,165.384,3.64392e+09,3.21055e-08,0.0307997,61.1228,1.81024e+09,5e+08,2.38028e+07,1.53647e-07,4.06598e-09,1.3062e-05,1.55112e-06,1.3062e-06,1.55112e-07,167.058,1.2959,0.129628,2.40377,10.2731,1.73253,1.71043,0.159064,0.663095,9.44419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,158.398,205648,3.12916,102206,3.78016e-07,7.53615e-07,7.29548e-05,0.000160666,1314.76,926824,25.97,620637,1.73217e-08,9.88624e-11,2.67619e+08,1.55639e+08,8.58497e+10,5.93469e+08,1.03957e+10,4.11638e+06,2.76666e+06,35247.5,1.57451e-05,1.57451e-06,3.36835e-07,3.90114e-07,3.36783e+11,8.80961,165.36,3.64372e+09,3.20998e-08,0.030799,61.1227,1.81024e+09,5e+08,2.38111e+07,1.51104e-07,3.82468e-09,1.31097e-05,1.55696e-06,1.31097e-06,1.55696e-07,165.497,1.2887,0.128909,2.3814,10.3025,1.73668,1.67855,0.155872,0.673775,9.45646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,158.392,208625,3.12916,103693,3.71953e-07,7.0949e-07,6.74088e-05,0.000158401,1314.72,941336,25.97,630514,1.76302e-08,9.30739e-11,2.68713e+08,1.55589e+08,8.58586e+10,5.93827e+08,1.03956e+10,4.11699e+06,2.76714e+06,35325.2,1.57932e-05,1.57932e-06,3.31237e-07,3.67272e-07,3.31953e+11,8.79119,165.337,3.64351e+09,3.20945e-08,0.0307983,61.1227,1.81025e+09,5e+08,2.38192e+07,1.48614e-07,3.60074e-09,1.31511e-05,1.56205e-06,1.31511e-06,1.56204e-07,163.961,1.28099,0.128137,2.35939,10.3315,1.74078,1.65115,0.153089,0.683199,9.46689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,158.387,211619,3.12915,105188,3.66021e-07,6.68534e-07,6.22843e-05,0.000156168,1314.68,955975,25.97,640491,1.79176e-08,8.77011e-11,2.69712e+08,1.55553e+08,8.58665e+10,5.94186e+08,1.03955e+10,4.11755e+06,2.76758e+06,35405.8,1.58347e-05,1.58347e-06,3.25761e-07,3.46071e-07,3.27234e+11,8.77311,165.317,3.64328e+09,3.20898e-08,0.0307976,61.1227,1.81025e+09,5e+08,2.38271e+07,1.46177e-07,3.39289e-09,1.31869e-05,1.56646e-06,1.31869e-06,1.56646e-07,162.452,1.27284,0.127322,2.33775,10.3599,1.74484,1.62771,0.150685,0.691443,9.47574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,158.382,214648,3.12915,106701,3.60217e-07,8.03822e-07,7.89589e-05,0.000164965,1314.64,970740,25.97,650567,1.81848e-08,1.05449e-10,2.70611e+08,1.5553e+08,8.58731e+10,5.9454e+08,1.03954e+10,4.11806e+06,2.76798e+06,35487.9,1.58704e-05,1.58704e-06,3.20403e-07,4.16104e-07,3.22591e+11,8.75536,165.297,3.64305e+09,3.20854e-08,0.030797,61.1227,1.81025e+09,5e+08,2.38348e+07,1.4379e-07,4.07949e-09,1.32178e-05,1.57029e-06,1.32178e-06,1.57028e-07,160.97,1.26436,0.126473,2.3165,10.3878,1.74885,1.60778,0.148626,0.698576,9.48321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,158.377,217696,3.12915,108224,3.54536e-07,7.56238e-07,7.29563e-05,0.000162639,1314.6,985634,25.97,660742,1.84326e-08,9.92064e-11,2.71412e+08,1.55517e+08,8.58788e+10,5.94885e+08,1.03953e+10,4.1185e+06,2.76835e+06,35570.3,1.5901e-05,1.5901e-06,3.1516e-07,3.91472e-07,3.1805e+11,8.73794,165.279,3.64281e+09,3.20814e-08,0.0307964,61.1227,1.81026e+09,5e+08,2.38422e+07,1.41453e-07,3.83799e-09,1.32442e-05,1.57358e-06,1.32442e-06,1.57358e-07,159.515,1.2556,0.125598,2.29565,10.4151,1.75281,1.59094,0.146874,0.704664,9.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,158.372,220760,3.12915,109756,3.48976e-07,7.12075e-07,6.74102e-05,0.000160347,1314.56,1.00065e+06,25.97,671017,1.86618e-08,9.3413e-11,2.7212e+08,1.55515e+08,8.58834e+10,5.95216e+08,1.03952e+10,4.11889e+06,2.76868e+06,35651.8,1.5927e-05,1.5927e-06,3.1003e-07,3.6861e-07,3.13612e+11,8.72083,165.262,3.64257e+09,3.20777e-08,0.0307957,61.1226,1.81026e+09,5e+08,2.38494e+07,1.39165e-07,3.61386e-09,1.32667e-05,1.5764e-06,1.32667e-06,1.5764e-07,158.09,1.24665,0.124702,2.27519,10.4419,1.75672,1.57686,0.145396,0.709777,9.49475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,158.367,223838,3.12915,111294,3.43533e-07,6.71082e-07,6.22856e-05,0.000158086,1314.52,1.0158e+06,25.97,681388,1.88731e-08,8.80353e-11,2.72741e+08,1.5552e+08,8.58871e+10,5.95532e+08,1.03952e+10,4.11923e+06,2.76897e+06,35731.7,1.59488e-05,1.59488e-06,3.0501e-07,3.4739e-07,3.09275e+11,8.70403,165.245,3.64232e+09,3.20741e-08,0.0307951,61.1226,1.81026e+09,5e+08,2.38563e+07,1.36924e-07,3.40582e-09,1.32856e-05,1.5788e-06,1.32856e-06,1.5788e-07,156.693,1.23754,0.12379,2.25515,10.4682,1.76058,1.56522,0.144162,0.713984,9.49911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,158.362,226951,3.12915,112851,3.38204e-07,8.06334e-07,7.896e-05,0.000166856,1314.48,1.03106e+06,25.97,691855,1.90674e-08,1.05778e-10,2.73281e+08,1.55531e+08,8.58897e+10,5.95829e+08,1.03951e+10,4.11951e+06,2.76923e+06,35809.4,1.59669e-05,1.59669e-06,3.00095e-07,4.17404e-07,3.05006e+11,8.68754,165.229,3.64207e+09,3.20707e-08,0.0307946,61.1226,1.81027e+09,5e+08,2.38629e+07,1.34728e-07,4.09224e-09,1.33014e-05,1.58082e-06,1.33014e-06,1.58081e-07,155.324,1.22832,0.122868,2.23552,10.4938,1.76438,1.55575,0.143146,0.717354,9.50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,158.357,230082,3.12915,114417,3.32986e-07,7.58713e-07,7.29574e-05,0.000164504,1314.44,1.04645e+06,25.97,702420,1.92452e-08,9.95312e-11,2.73748e+08,1.55548e+08,8.58914e+10,5.96107e+08,1.0395e+10,4.11975e+06,2.76945e+06,35884.3,1.59816e-05,1.59816e-06,2.95283e-07,3.92753e-07,3.00831e+11,8.67134,165.214,3.64181e+09,3.20675e-08,0.030794,61.1226,1.81027e+09,5e+08,2.38693e+07,1.32577e-07,3.85056e-09,1.33143e-05,1.58249e-06,1.33143e-06,1.58248e-07,153.985,1.21903,0.121939,2.2163,10.519,1.76813,1.54821,0.142323,0.719951,9.50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,158.352,233226,3.12915,115990,3.27876e-07,7.14515e-07,6.74112e-05,0.000162185,1314.4,1.06197e+06,25.97,713081,1.94073e-08,9.37331e-11,2.74147e+08,1.55568e+08,8.58923e+10,5.96364e+08,1.03949e+10,4.11993e+06,2.76963e+06,35956.1,1.59933e-05,1.59933e-06,2.90573e-07,3.69874e-07,2.96751e+11,8.65544,165.198,3.64155e+09,3.20643e-08,0.0307934,61.1225,1.81027e+09,5e+08,2.38755e+07,1.3047e-07,3.62625e-09,1.33245e-05,1.58385e-06,1.33245e-06,1.58384e-07,152.675,1.20971,0.121007,2.19749,10.5435,1.77183,1.54241,0.141673,0.721842,9.50787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,158.347,236384,3.12915,117570,3.2287e-07,6.73487e-07,6.22865e-05,0.000159898,1314.37,1.0776e+06,25.97,723836,1.95544e-08,8.83509e-11,2.74485e+08,1.55592e+08,8.58923e+10,5.96599e+08,1.03948e+10,4.12006e+06,2.76978e+06,36024.4,1.60022e-05,1.60022e-06,2.8596e-07,3.48635e-07,2.92762e+11,8.63982,165.183,3.64128e+09,3.20612e-08,0.0307929,61.1225,1.81027e+09,5e+08,2.38813e+07,1.28405e-07,3.41803e-09,1.33325e-05,1.58492e-06,1.33325e-06,1.58492e-07,151.394,1.20038,0.120074,2.1791,10.5675,1.77548,1.53815,0.141177,0.723087,9.50963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,158.342,239576,3.12915,119167,3.17967e-07,8.08702e-07,7.89609e-05,0.000168643,1314.33,1.09335e+06,25.97,734685,1.9687e-08,1.06089e-10,2.74766e+08,1.55617e+08,8.58914e+10,5.96813e+08,1.03947e+10,4.12015e+06,2.7699e+06,36089,1.60086e-05,1.60086e-06,2.81442e-07,4.1863e-07,2.88836e+11,8.62448,165.168,3.64102e+09,3.20582e-08,0.0307924,61.1225,1.81028e+09,5e+08,2.3887e+07,1.26381e-07,4.10426e-09,1.33382e-05,1.58574e-06,1.33382e-06,1.58573e-07,150.142,1.19107,0.119142,2.16112,10.5909,1.77907,1.53528,0.140819,0.723745,9.51092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,158.337,242784,3.12915,120773,3.13163e-07,7.6105e-07,7.29582e-05,0.000166266,1314.29,1.10922e+06,25.97,745628,1.98058e-08,9.98377e-11,2.74996e+08,1.55643e+08,8.58896e+10,5.97004e+08,1.03946e+10,4.12019e+06,2.76999e+06,36149.8,1.60126e-05,1.60126e-06,2.77017e-07,3.93963e-07,2.84995e+11,8.60943,165.153,3.64075e+09,3.20552e-08,0.0307919,61.1225,1.81028e+09,5e+08,2.38923e+07,1.24398e-07,3.86242e-09,1.33421e-05,1.58631e-06,1.33421e-06,1.58631e-07,148.918,1.18179,0.118215,2.14355,10.6137,1.78261,1.53365,0.140584,0.723869,9.5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,158.332,246004,3.12915,122384,3.08455e-07,7.16819e-07,6.74119e-05,0.000163922,1314.25,1.12521e+06,25.97,756664,1.99113e-08,9.40353e-11,2.75179e+08,1.55671e+08,8.5887e+10,5.97173e+08,1.03945e+10,4.12019e+06,2.77004e+06,36206.5,1.60146e-05,1.60146e-06,2.72682e-07,3.71066e-07,2.81241e+11,8.59464,165.138,3.64047e+09,3.20522e-08,0.0307914,61.1224,1.81028e+09,5e+08,2.38974e+07,1.22454e-07,3.63794e-09,1.33441e-05,1.58668e-06,1.33441e-06,1.58667e-07,147.723,1.17258,0.117293,2.12639,10.636,1.78609,1.53314,0.14046,0.723512,9.51229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,158.327,249235,3.12915,124002,3.03842e-07,6.75758e-07,6.22872e-05,0.000161611,1314.21,1.14131e+06,25.97,767790,2.00042e-08,8.86488e-11,2.75318e+08,1.55699e+08,8.58836e+10,5.9732e+08,1.03944e+10,4.12014e+06,2.77006e+06,36259.3,1.60146e-05,1.60146e-06,2.68436e-07,3.49811e-07,2.77571e+11,8.58013,165.123,3.6402e+09,3.20493e-08,0.0307909,61.1224,1.81028e+09,5e+08,2.39022e+07,1.20549e-07,3.42955e-09,1.33445e-05,1.58684e-06,1.33445e-06,1.58684e-07,146.556,1.16343,0.116378,2.10963,10.6577,1.78953,1.53362,0.140436,0.722719,9.51246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,158.322,252499,3.12915,125637,2.9932e-07,8.10942e-07,7.89615e-05,0.000170331,1314.17,1.15752e+06,25.97,779006,2.00849e-08,1.06383e-10,2.75416e+08,1.55726e+08,8.58793e+10,5.97445e+08,1.03943e+10,4.12005e+06,2.77006e+06,36308,1.60129e-05,1.60129e-06,2.64274e-07,4.1979e-07,2.73958e+11,8.56588,165.108,3.63992e+09,3.20463e-08,0.0307904,61.1224,1.81029e+09,5e+08,2.39067e+07,1.1868e-07,4.11563e-09,1.33433e-05,1.58682e-06,1.33433e-06,1.58682e-07,145.416,1.15437,0.115471,2.09326,10.6789,1.79291,1.53502,0.140501,0.721536,9.51231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,158.317,255778,3.12915,127279,2.94887e-07,7.63257e-07,7.29588e-05,0.00016793,1314.13,1.17385e+06,25.97,790313,2.01541e-08,1.00127e-10,2.75478e+08,1.55753e+08,8.58743e+10,5.97548e+08,1.03942e+10,4.11992e+06,2.77002e+06,36352.6,1.60095e-05,1.60095e-06,2.60195e-07,3.95105e-07,2.70422e+11,8.55189,165.093,3.63964e+09,3.20434e-08,0.03079,61.1224,1.81029e+09,5e+08,2.3911e+07,1.16848e-07,3.87362e-09,1.33408e-05,1.58664e-06,1.33408e-06,1.58663e-07,144.305,1.1454,0.114575,2.07729,10.6996,1.79624,1.53722,0.140647,0.720002,9.5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,158.312,259066,3.12915,128926,2.90541e-07,7.18994e-07,6.74124e-05,0.000165562,1314.09,1.19029e+06,25.97,801709,2.02121e-08,9.43207e-11,2.75506e+08,1.5578e+08,8.58685e+10,5.97631e+08,1.03941e+10,4.11975e+06,2.76995e+06,36393.2,1.60046e-05,1.60046e-06,2.56198e-07,3.72192e-07,2.66966e+11,8.53816,165.078,3.63936e+09,3.20405e-08,0.0307895,61.1223,1.81029e+09,5e+08,2.3915e+07,1.15052e-07,3.64898e-09,1.3337e-05,1.5863e-06,1.3337e-06,1.58629e-07,143.22,1.13654,0.113688,2.06171,10.7197,1.79952,1.54017,0.140866,0.718153,9.51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,158.307,262364,3.12915,130579,2.86279e-07,6.77902e-07,6.22877e-05,0.000163228,1314.05,1.20684e+06,25.97,813192,2.02595e-08,8.89301e-11,2.75502e+08,1.55806e+08,8.58619e+10,5.97693e+08,1.0394e+10,4.11954e+06,2.76986e+06,36429.9,1.59984e-05,1.59984e-06,2.5228e-07,3.50921e-07,2.63587e+11,8.52468,165.064,3.63908e+09,3.20377e-08,0.0307891,61.1223,1.81029e+09,5e+08,2.39188e+07,1.1329e-07,3.44043e-09,1.3332e-05,1.58581e-06,1.3332e-06,1.58581e-07,142.162,1.1278,0.112813,2.04651,10.7393,1.80275,1.54378,0.141151,0.716025,9.51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
