"","Pattern_1","Pattern_2","Pattern_3","Pattern_4","Pattern_5","Pattern_6","Pattern_7","Pattern_8","Pattern_9","Pattern_10","Pattern_11"
"HPS3",0.00358798215165734,0.159341618418694,0,0.00242194952443242,0.00169351301155984,0.00137939199339598,0.16846364736557,0.00791424326598644,3.70429916074499e-05,9.0713583631441e-05,0.0688059255480766
"CP",3.18787693977356,8.73732280731201,0.170986250042915,2.18464756011963,0.929987013339996,4.85690021514893,0.146806672215462,3.98689103126526,0.055882666260004,0.0319539457559586,0.0404583550989628
"AC093001.2",0.00241642538458109,0.510616779327393,0,0.00209067831747234,0.00201626075431705,0.00222533335909247,0.00178471044637263,0.00265720742754638,0.000177004694705829,0.000125019476399757,0.00317673664540052
"TM4SF18",0.488320082426071,0.533486545085907,0,0.00153513043187559,0.00127261504530907,0.00250493478961289,0.0095575088635087,0.00154245039448142,0.00015422138676513,0.000209563891985454,0.0414301790297031
"TM4SF1",0.45014476776123,0.183965384960175,0.00108807743526995,0.422214776277542,0.0146318655461073,0.872598767280579,0.219323381781578,0.00919194426387548,0.000176746980287135,0.0363329574465752,0.291585206985474
"TM4SF4",2.57083320617676,3.32716083526611,0.0542911998927593,0.371098905801773,0.0106382826343179,2.47418832778931,0.139475733041763,1.56473064422607,0.0391704924404621,0.0332152061164379,0.210972398519516
"WWTR1",0.450881600379944,0.505725026130676,0.0313148759305477,0.00149024720303714,0.000749112223275006,0.00200573075562716,0.000611130613833666,0.635543882846832,7.00766322552226e-05,0.0326348803937435,0.13609467446804
"WWTR1-IT1",0.00174364726990461,0.000949564215261489,0,0.00143615552224219,0.00124336523003876,0.00124755373690277,0.000453997345175594,0.568882644176483,0.000124385580420494,8.67808703333139e-05,0.00027112799580209
"WWTR1-AS1",0.00239985226653516,0.00169514282606542,0.000129254156490788,0.00215965323150158,0.00224292022176087,0.00204113638028502,0.00075708085205406,0.00255175470374525,0.000138586547109298,7.54387147026137e-05,0.00235493411310017
"COMMD2",0.00807332620024681,0.0576555766165257,0.0014538214309141,0.00200844346545637,0.00145976943895221,0.000951787573285401,0.00229091849178076,0.00394396623596549,0.000490599195472896,9.37834774958901e-05,0.121995031833649
"RNF13",0.50844132900238,0.558563768863678,0.0485081486403942,0.870822787284851,0.000966619234532118,1.78281497955322,0.13680274784565,0.0134841520339251,8.98866801435361e-06,5.51399461983237e-05,0.0901940315961838
"PFN2",0.00346341682597995,0.112054035067558,0.00124348653480411,0.00284792995080352,0.00289433379657567,0.00308361393399537,0.00899633206427097,0.00856561865657568,0.000144688208820298,9.88859828794375e-05,0.0467784963548183
"AC117395.1",0.00240915664471686,0.00368848349899054,0.000180886549060233,0.00248607364483178,0.00255887885577977,0.00211344589479268,0.0008378736092709,0.0033215181902051,0.000222321206820197,7.83643481554464e-05,0.000515390303917229
"TSC22D2",0.74241840839386,0.0882554277777672,0.000271818862529472,0.430974245071411,0.0320585928857327,0.000922850740607828,0.0420701056718826,0.00379404053092003,7.56128574721515e-05,4.92450235469732e-05,0.0980779528617859
"SERP1",1.94929361343384,1.02186679840088,0.0145311197265983,1.0838977098465,1.17372953891754,0.00146864668931812,0.274210244417191,1.3398402929306,4.66109959234018e-05,4.73313957627397e-05,0.62462455034256
"EIF2A",0.570852041244507,0.116646438837051,0,0.00267563504166901,0.00408389279618859,0.00164210866205394,0.00984047818928957,0.00819328520447016,4.07221014029346e-05,0.000120454889838584,0.210147142410278
"SELENOT",0.00130904116667807,0.421941995620728,0.000167269274243154,0.752230703830719,0.00155934144277126,2.02833914756775,0.127630934119225,0.561069190502167,0.0442509651184082,4.66314413642976e-05,0.190426588058472
"ERICH6-AS1",0.477918177843094,0.000951245368923992,0,0.00159916072152555,0.00252357148565352,0.00146315083838999,0.000526194635313004,0.00199091667309403,0.000113213100121357,7.72387502365746e-05,0.000326860055793077
"SIAH2",0.918146312236786,0.973719298839569,0,0.410329699516296,0.00331232394091785,0.901293694972992,0.177604153752327,0.00162995117716491,0.000114004513307009,0.0353108048439026,0.0102513842284679
"SIAH2-AS1",0.00189133977983147,0.000955859606619924,0,0.00158146291505545,0.00150599482003599,0.00139984558336437,0.000481256225612015,0.568209171295166,0.000108790074591525,7.25667559891008e-05,0.000252567057032138
"GPR171",0.00273061986081302,0.00577965378761292,0.00036131267552264,0.00347497477196157,0.00476426351815462,0.00143540510907769,0.00694362120702863,0.00271705468185246,0.0465772785246372,7.99289118731394e-05,0.0560348108410835
"P2RY14",0.00316246855072677,0.00857420451939106,0.000161341726197861,0.00272249360568821,0.0023307662922889,0.00355942966416478,0.0012062534224242,0.00313523458316922,0.000146590449730866,0.000105691549833864,0.00102650432381779
"P2RY13",0.512178540229797,0.0945170968770981,0.00181377120316029,0.00308056827634573,0.933796167373657,0.00267019867897034,0.130078881978989,0.00344079174101353,0.000756241322960705,0.000321788334986195,0.0235041752457619
"P2RY12",0.00254117487929761,0.00178282544948161,0.000205956152058206,0.00190843886230141,0.00228675571270287,0.00223953276872635,0.000669181463308632,0.00259057804942131,0.000134709291160107,9.82271085376851e-05,0.000410218810429797
"IGSF10",0.00298128346912563,0.00259072775952518,0.000360171805368736,0.00210812292061746,0.0027572913095355,0.0027509368956089,0.00134467729367316,0.00382815091870725,0.00016601943934802,0.000147321086842567,0.00102177204098552
"AADAC",1.70212268829346,2.0584557056427,0,0.450802743434906,0.000788527249824256,1.53175580501556,0.121761374175549,2.00348806381226,3.63208891940303e-05,1.93450723600108e-05,0
"SUCNR1",0.00399455521255732,0.0264927931129932,0.00221034372225404,0.00300001399591565,0.00275993440300226,0.00417124293744564,0.00283771078102291,0.00642130617052317,0.000162223514053039,0.000114409973321017,0.00193825026508421
"MBNL1",0.513886868953705,0.683962762355804,0.0657768920063972,1.06748080253601,1.26231300830841,1.19089603424072,0.130396887660027,1.29110372066498,0.000108150285086595,0.0600589923560619,0.261459022760391
"MBNL1-AS1",0.00294001470319927,0.00176308245863765,0.000305211869999766,0.00218253605999053,0.00382022955454886,0.00238382304087281,0.00101460365112871,0.00305137154646218,0.000134334986796603,8.06436510174535e-05,0.000646404980216175
"P2RY1",0.00191477208863944,0.0699524879455566,0.00117679394315928,0.00407355139032006,0.00249157310463488,0.00304766744375229,0.00135802885051817,0.00367392576299608,0.000128707091789693,0.000103901053080335,0.000352434610249475
"RAP2B",0.00655034231022,0.0512163825333118,0.0517395362257957,0.666841745376587,0.000811405770946294,0.00163835939019918,0.0571035780012608,0.00659162271767855,9.8432443337515e-05,5.9668851463357e-05,0.128511965274811
"ARHGEF26-AS1",0.00279052834957838,0.00336097250692546,0.000155088331666775,0.00191235332749784,0.00209330394864082,0.0027312682941556,0.000574809673707932,0.00259034964255989,0.000111209970782511,7.5752308475785e-05,0.000410263892263174
"ARHGEF26",0.00427669659256935,0.254006266593933,0.00663176737725735,0.43465381860733,0.00115184998139739,0.00336928945034742,0.000926794833503664,0.00227522407658398,0.000152625318150967,4.93616535095498e-05,0.0250332951545715
"DHX36",0.00168317882344127,0.164443537592888,0.0755374059081078,0.00173122785054147,0.00244013709016144,1.08743858337402,0.0022873729467392,0.53534197807312,0.000305351190036163,0.00027862805291079,0.100345402956009
"MME",0.00354028004221618,0.0649681910872459,0.000264183589024469,0.00337091227993369,0.00272324332036078,0.00265670311637223,0.000728014158084989,0.00481596775352955,0.00014969558105804,8.48404379212297e-05,0.000469161343062297
"PLCH1",0.00274991430342197,0.00181281298864633,0.000138552451971918,0.00182984943967313,0.00206330348737538,0.00211102655157447,0.000620978593360633,0.0029679297003895,0.0001096517444239,8.47219853312708e-05,0.000637075747363269
"C3orf33",0.00130489736329764,0.00088505691383034,0,0.00111890363041312,0.00129373371601105,0.895284235477448,0.120187126100063,0.00136387639213353,6.21575527475215e-05,3.69414628949016e-05,0.000135902781039476
"SLC33A1",0.876936614513397,0.574101626873016,0.00017687541549094,1.30483341217041,0.00384410773403943,0.00402927165850997,0.130335539579391,0.500627756118774,0.000176377769093961,0.000271422613877803,0.0275303814560175
"GMPS",0.00721955485641956,0.0108617292717099,0.00309450831264257,0.00422886665910482,0.00282386271283031,0.00197478709742427,0.0416681282222271,0.00328439939767122,0.000272013392532244,0.000113112269900739,0.108535155653954
"KCNAB1",0.00231546629220247,0.00180693063884974,0.000416259892517701,0.0037699406966567,0.0151156727224588,0.00407632021233439,0.00090607802849263,0.00369769078679383,0.000105718587292358,7.63386269682087e-05,0.00354479299858212
"AC091607.2",0.00349017139524221,0.0403240099549294,0.000156037145643495,0.00257393857464194,0.00284931482747197,0.00208256975747645,0.00147775479126722,0.0052225012332201,0.000128570827655494,0.000127732986584306,0.00145445158705115
"AC084036.1",0.00315045774914324,0.0189601369202137,0.000158222479512915,0.0021205258090049,0.00284861354157329,0.00162898097187281,0.021478958427906,0.00399143807590008,9.05288034118712e-05,0.000167535166838206,0.0271220132708549
"SSR3",2.10723042488098,0.958492815494537,0.0883409753441811,0.00250012543983757,1.61349177360535,0.0428650714457035,0.255300164222717,1.64099764823914,0.089164562523365,0.000138147588586435,0.919444620609283
"TIPARP-AS1",0.00349661475047469,0.0293863825500011,0.000228173463256098,0.00282253907062113,0.00502991443499923,0.00270763761363924,0.000932098599150777,0.00406223954632878,0.000128811792819761,8.21244539110921e-05,0.00265302741900086
"TIPARP",0.00295416102744639,0.0189126580953598,0.000554446422029287,0.00253527355380356,0.00433566141873598,0.956380128860474,0.0305830426514149,0.00256049097515643,0.000118990290502552,0.000103523605503142,0.03939513489604
"LEKR1",0.00212006503716111,0.00199884409084916,0.000144507226650603,0.00196166546083987,0.00211089639924467,0.00209635915234685,0.000679480494000018,0.00228407932445407,0.000104235965409316,6.84972401359119e-05,0.000439418421592563
"LINC02029",0.00164907390717417,0.00101253157481551,0,0.00146162929013371,0.00137547927442938,0.00137726054526865,0.000460631708847359,0.569978773593903,0.000118084237328731,7.2576614911668e-05,0.000249353935942054
"CCNL1",0.94201248884201,0.0338422060012817,0.0931943356990814,0.661478757858276,1.71711659431458,1.05659294128418,0.302215814590454,0.968606114387512,0.0432664901018143,1.03269358078251e-05,0.0892821028828621
"AC092944.1",0.00436015473678708,0.0442947372794151,0.000440227508079261,0.00284351012669504,0.00289847934618592,0.00248416652902961,0.000939543708227575,0.00275392178446054,0.000190548991668038,0.000107388266769703,0.000682307407259941
"PTX3",0.00212526600807905,0.00341032189317048,0.00149858626537025,0.00216030864976346,0.00344250979833305,0.00571872014552355,0.022223649546504,0.00329528260044754,9.84000871540047e-05,7.94220468378626e-05,0.00751104019582272
"SHOX2",0.00228288164362311,0.00184782710857689,0.000160984272952192,0.00213463231921196,0.00220753625035286,0.00235286192037165,0.000616896722931415,0.0026053236797452,0.000120287601021118,7.81656344770454e-05,0.000396687857573852
"RSRC1",0.00288900663144886,0.0154538797214627,0.0151534611359239,0.00131189473904669,0.000909568159841001,0.9383465051651,0.0504990294575691,0.5809605717659,0.0512345805764198,9.81633202172816e-05,0.0977870374917984
"AC106707.1",0.00303620635531843,0.0101054115220904,0.000112286645162385,0.00229173619300127,0.00257428782060742,0.00264815497212112,0.000565719732549042,0.00342852901667356,0.000121314173156861,7.29747989680618e-05,0.000817669671960175
"MLF1",0.006132781971246,0.0490513518452644,0.00135793467052281,0.00416124332696199,0.00353729003109038,0.00455073500052094,0.00216318224556744,0.00440230732783675,0.000123118268675171,0.000145717654959299,0.0023626615293324
"GFM1",0.0110536366701126,0.676588177680969,0.000541412329766899,0.00407044682651758,0.0017478879308328,0.00337751302868128,0.0318056456744671,0.00654591014608741,0.0496278963983059,0.000120169832371175,0.0539197251200676
"LXN",0.0010996893979609,0.0684824436903,0,0.000625736662186682,0.000996944145299494,0.00257187499664724,0.14587314426899,0.000957727199420333,3.4137352486141e-05,3.53817631548736e-05,0.370093137025833
"AC080013.4",0.00218803877942264,0.0018211369169876,0.000236318112001754,0.00185417744796723,0.00238477461971343,0.0022409085649997,0.00129658298101276,0.00267288717441261,0.000212698054383509,9.95725931716152e-05,0.000742920965421945
"AC080013.6",0.0034525350201875,0.00374079588800669,0.000360983773134649,0.002840033499524,0.00292861787602305,0.00266366824507713,0.000727283244486898,0.00430053053423762,0.000124932019389234,0.000122241515782662,0.000581469561439008
"RARRES1",0.00191263493616134,0.00155421230010688,0.000495935615617782,0.564000487327576,0.994288980960846,0.021871279925108,0.228537231683731,0.0057255900464952,0.000141157230245881,4.60144146927632e-05,0.265856593847275
"MFSD1",0.485966593027115,0.605052292346954,0.0399535186588764,0.629687011241913,0.00249331700615585,1.02980124950409,0.392271041870117,0.573144018650055,0.000844566442538053,0.000870191201101989,0.245902746915817
"AC080013.1",0.00327773508615792,0.00215183082036674,0.000183042415301315,0.0016426641959697,0.00224444270133972,0.00194268871564418,0.00241759466007352,0.00270798336714506,0.00011817996710306,8.09573248261586e-05,0.00843086838722229
"AC080013.3",0.00341034936718643,0.0156700313091278,0.000125648832181469,0.00191788224037737,0.00278933369554579,0.00267150811851025,0.000574189354665577,0.00315021397545934,0.000111247871245723,7.82744609750807e-05,0.000446004152763635
"SCHIP1",0.00230040308088064,0.00178138597402722,0.000148863196955062,0.0020244603510946,0.00245879520662129,0.00212712166830897,0.000603207037784159,0.00257959985174239,0.000106527273601387,8.00460911705159e-05,0.000383396836696193
"IL12A",0.00225532054901123,0.00183969864156097,0.000113036185211968,0.00207972340285778,0.00246260641142726,0.00248121097683907,0.0055587524548173,0.00235443352721632,0.000133349429233931,7.1129274147097e-05,0.000532877398654819
"C3orf80",0.00281702913343906,0.0100901303812861,0.000137942493893206,0.00259140483103693,0.00284457998350263,0.0048010484315455,0.00395264057442546,0.00271877832710743,0.000125694641610608,8.18454864202067e-05,0.000408814550610259
"IFT80",0.50258481502533,0.000625912449322641,0.000117680385301355,0.422937273979187,0.00156022887676954,0.00113917142152786,0.0145690916106105,0.00193165510427207,0.000446175195975229,6.85023769619875e-05,0.00322654633782804
"SMC4",0.00124360143672675,0.115959905087948,0.0637362599372864,0.00307560618966818,0.975075542926788,0.0012372110504657,0.0100522236898541,0.588714420795441,6.95317357894965e-05,0.000188730817171745,0.0654750242829323
"TRIM59",0.00340898078866303,0.0478165037930012,0,0.00244435621425509,0.00362111255526543,0.00247431686148047,0.0187697093933821,0.00357081950642169,0.000251775549259037,7.75505759520456e-05,0.00194174237549305
"KPNA4",0.00233587389811873,0.715965151786804,0.0165410861372948,0.00284386752173305,0.00102368695661426,0.00290347938425839,0.22280664741993,0.00218666321597993,1.94340100279078e-05,0.0334486216306686,0.0623953305184841
"ARL14",0.00240944558754563,0.00171282421797514,0.000155393470777199,0.00213040690869093,0.00368401664309204,0.00247310847043991,0.000701959535945207,0.00279181264340878,0.00011840073420899,7.77983877924271e-05,0.00124451681040227
"AC069224.1",0.00280948239378631,0.0018452531658113,0.000402177480282262,0.00335370609536767,0.00310244038701057,0.00239974586293101,0.000654493342153728,0.0031014597043395,0.000190361868590117,0.000132536952150986,0.00326873525045812
"PPM1L",0.00380557868629694,0.0418463833630085,0.00101713824551553,0.00859370455145836,0.00469162687659264,0.00875826738774776,0.00438274769112468,0.971398830413818,0.000273272540653124,0.000103321581264026,0.0125082693994045
"B3GALNT1",0.499932736158371,0.00168943754397333,0.00015819157124497,0.00207672058604658,0.01100829616189,0.00336601817980409,0.13786144554615,0.0021918558049947,0.0001764013140928,9.11802271730267e-05,0.0284374356269836
"NMD3",0.00911605823785067,0.158319607377052,0.0023125431034714,0.751824557781219,0.925138592720032,0.00134349369909614,0.203700348734856,0.0158572643995285,9.32280527194962e-05,0.000157646805746481,0.0513606183230877
"SPTSSB",0.00256377249024808,0.00163178623188287,0.000197918168851174,0.00210476899519563,0.00226162048056722,0.00226754299364984,0.000760069815441966,0.00296179996803403,0.000123069126857445,0.000108424203062896,0.00054701539920643
"AC112491.1",0.00212472630664706,0.00184386444743723,0.000143346202094108,0.00193856004625559,0.00265630544163287,0.00210696132853627,0.00172533188015223,0.00242837239056826,0.000103272010164801,7.92379505583085e-05,0.000451253610663116
"SLITRK3",0.00249851704575121,0.003286506049335,0.000162596697919071,0.00205191993154585,0.00232175318524241,0.00353990867733955,0.000536656414624304,0.00284054898656905,0.000107287749415264,6.73947797622532e-05,0.000389124325010926
"BCHE",0.00174444797448814,0.393403470516205,0.00411068229004741,0.00192403851542622,0.00222954619675875,0.98024445772171,0.000261399778537452,0.0019345631590113,8.53392411954701e-05,3.87451618735213e-05,0.000147031198139302
"PDCD10",0.00189199123997241,0.27394038438797,0.00269628479145467,0.440120190382004,0.9276984333992,0.0127702839672565,0.00423908000811934,0.00945713929831982,9.49134555412456e-05,0.000417140719946474,0.0636427775025368
"SERPINI1",0.00322569743730128,0.0034234628546983,0.000123381658340804,0.00169503316283226,0.00167511962354183,0.00295727560296655,0.13021120429039,0.00225193006917834,5.49565011169761e-05,6.9687535869889e-05,0.0824626982212067
"GOLIM4",0.480080962181091,0.59821605682373,0.018111415207386,0.438280463218689,0.00220349384471774,1.36096060276031,0.147141128778458,0.67920970916748,0.0506425648927689,8.74566176207736e-05,0.122421123087406
"MECOM",0.00266567477956414,0.0700668320059776,0.000363374361768365,0.00249809795059264,0.00571117410436273,0.00543478643521667,0.00153334671631455,0.00494645023718476,0.000252051395364106,0.000104121427284554,0.0246801041066647
"TERC",0.00250922236591578,0.00180810561869293,0.000167364676599391,0.00249818665906787,0.00361118279397488,0.00280095264315605,0.000762263953220099,0.00260546756908298,0.000132091910927556,7.81870257924311e-05,0.0010149214649573
"MYNN",0.00187951000407338,0.149314790964127,0.000788610603194684,0.00337929558008909,1.03313183784485,0.0094951344653964,0.0344715490937233,0.00266269571147859,0.000171460400451906,6.00468738412019e-05,0.0161172579973936
"LRRC34",0.0025344924069941,0.00228816992603242,0.000382129830541089,0.0025381431914866,0.00222558830864727,0.00250988826155663,0.00184539123438299,0.00304284179583192,0.00016925398085732,8.68228235049173e-05,0.00107020139694214
"AC078795.2",0.00226347357966006,0.00999025534838438,0.000255198072409257,0.00442221760749817,0.00557825993746519,0.00507058249786496,0.000939098186790943,0.00334879430010915,0.000108104788523633,8.00121197244152e-05,0.000606857007369399
"LRRC31",0.00197545299306512,0.00152950058691204,0,0.399529486894608,0.00212670234031975,0.00212614680640399,0.000305692519759759,0.00195660721510649,6.52747694402933e-05,4.18496747442987e-05,0.000251114775892347
"SEC62",2.12048578262329,0.440734148025513,0.223927602171898,0.462421596050262,0.842254519462585,1.965940117836,0.286468327045441,2.22524571418762,0.0531746745109558,0.0325947441160679,0.366613835096359
"GPR160",0.0017759189940989,0.0300687663257122,0,0.00203433656133711,0.00355432461947203,0.00422722240909934,0.0335930325090885,0.0016104084206745,0.000347899505868554,4.50606348749716e-05,0.0439127944409847
"PHC3",0.00680692587047815,0.213405042886734,0.0168695282191038,0.0189426895231009,0.0011042314581573,0.00262562371790409,0.158175513148308,0.876944601535797,0.0537599660456181,0.000122589524835348,0.0546776354312897
"PRKCI",0.00429860223084688,0.00652868719771504,0.00155500473920256,0.00191356823779643,0.0053451438434422,0.00246444414369762,0.0238406099379063,0.00759805459529161,8.54411409818567e-05,9.92138229776174e-05,0.00684242881834507
"SKIL",0.00165963696781546,0.0016765856416896,0.0406354777514935,0.412810236215591,0.0389376282691956,0.00128874776419252,0.225040003657341,1.12514925003052,0.0768487378954887,0.000113009002234321,0.118241913616657
"CLDN11",0.00385510292835534,0.0585409291088581,0.0143461776897311,0.00354039925150573,0.00404986133798957,0.00558254262432456,0.00818226393312216,0.0161425936967134,0.000214178435271606,9.11819151951931e-05,0.422159343957901
"SLC7A14-AS1",0.00277118245139718,0.00357419834472239,0.000210242506000213,0.00254000723361969,0.00282588601112366,0.00470309006050229,0.000597178295720369,0.00374362082220614,0.000126718616229482,9.09693262656219e-05,0.0007176588405855
"AC026316.3",0.00223021884448826,0.00173588923644274,0.000141865297337063,0.00208195555023849,0.00224502384662628,0.00243712053634226,0.000581024389248341,0.0025488049723208,0.000107348030724097,8.32901787362061e-05,0.000394693284761161
"RPL22L1",0.89155775308609,0.672818124294281,0,0.414465814828873,0.945369780063629,1.7447874546051,0.126639351248741,0.368858188390732,0.0464566946029663,0.0308849774301052,0.385591208934784
"EIF5A2",0.00345499394461513,0.0588380843400955,0.000896179291885346,0.00936700217425823,0.00513546075671911,0.00648621935397387,0.00350749515928328,0.506205379962921,0.00014348745753523,7.77135355747305e-05,0.00333613762632012
"SLC2A2",2.18149185180664,2.80463624000549,0,0.931475639343262,0.0035006389953196,2.14467740058899,0.103329248726368,1.42762470245361,0.0691181346774101,6.74111970511149e-06,0.000211415535886772
"TNIK",0.00793945416808128,0.0115765053778887,0.00101338350214064,0.00292500830255449,0.00196630391292274,0.0018281820230186,0.0477114394307137,0.00595264509320259,8.31514844321646e-05,9.71046611084603e-05,0.0370738729834557
"PLD1",0.866956353187561,0.182064846158028,0.00496095512062311,0.39322417974472,0.0108217587694526,0.00151142780669034,0.0114969173446298,0.00252542016096413,0.000182289484655485,0.000425042875576764,0.0179690774530172
"AC055714.1",0.00359291071072221,0.00441731093451381,0.000146174425026402,0.00244766310788691,0.00205131294205785,0.0020889095030725,0.00075305113568902,0.00286479038186371,0.000107322463009041,7.29199455236085e-05,0.000416266178945079
"FNDC3B",0.622783958911896,0.11582662910223,0.0812219008803368,0.421273201704025,0.842794716358185,0.00151868280954659,0.0642974376678467,1.43304824829102,5.9187485021539e-05,3.92842157452833e-05,0.265068531036377
"TNFSF10",0.849063992500305,1.05217957496643,0.0292563326656818,0.00101399701088667,0.000345581560395658,0.920393884181976,0.06381506472826,1.29630613327026,0.000125151142128743,9.55115247052163e-05,0.0672111734747887
"NCEH1",0.00147002201993018,0.100621864199638,0.0385082140564919,0.00174255995079875,0.00185926561243832,0.00260310829617083,0.0440274104475975,0.516941547393799,4.30301661253907e-05,5.50585318705998e-05,0.00526479631662369
"ECT2",0.00447087688371539,0.00745665514841676,0.000395610608393326,0.00405346788465977,0.00259267003275454,0.00420792680233717,0.00129489367827773,0.0046745496802032,0.000155613422975875,0.000121369892440271,0.0209786966443062
"NLGN1",0.00212062825448811,0.00240625371225178,0.000192003804841079,0.0033311655279249,0.00229427358135581,0.00241644983179867,0.00104423728771508,0.00318306754343212,0.000145791986142285,0.000127234074170701,0.000662360049318522
"NAALADL2",0.00329142203554511,0.0019109029090032,0.00159266660921276,0.00192987127229571,0.0027400164399296,0.00335169886238873,0.00543129676952958,0.00304829399101436,0.00011147035547765,7.17050206731074e-05,0.0345273353159428
"TBL1XR1",0.511652112007141,0.64621490240097,0.0551478937268257,1.27794075012207,0.000999098643660545,0.00374757894314826,0.027710322290659,1.59595656394958,0.0725901946425438,0.0315376743674278,0.137216851115227
"LINC00501",0.00217631878331304,0.00188234972301871,0.000160115800099447,0.00187384546734393,0.00233054626733065,0.00237032817676663,0.000615608994849026,0.00273685180582106,0.000107399304397404,8.00670459284447e-05,0.000685048580635339
"LINC02015",0.00264010718092322,0.104471005499363,0.000122505181934685,0.00192402908578515,0.00307159940712154,0.00292765442281961,0.000552609271835536,0.00349282776005566,7.14661800884642e-05,0.00010756884876173,0.000314777862513438
"AC117453.1",0.00231649167835712,0.00199560704641044,0.000146496167872101,0.00215957267209888,0.0024153224658221,0.00227491464465857,0.000681023462675512,0.00265800696797669,0.000111698405817151,7.87015524110757e-05,0.000500272319186479
"ZMAT3",0.00568748358637094,0.742275476455688,0.0287056863307953,0.00441077677533031,0.0114274146035314,0.00230321101844311,0.0102569665759802,0.552259027957916,3.66855747415684e-05,0.000564153131563216,0.236030951142311
"PIK3CA",0.00269063329324126,0.103227891027927,0.00377217354252934,0.00284353573806584,0.00250682956539094,0.00699017336592078,0.0552743934094906,0.00273553375154734,6.37509510852396e-05,6.37409539194778e-05,0.0975170433521271
"KCNMB3",0.00315939565189183,0.00340947322547436,0.000547586241737008,0.0024526275228709,0.00369884632527828,0.00271918554790318,0.000851685123052448,0.00280985282734036,0.000125219899928197,7.43872369639575e-05,0.00295535521581769
"ZNF639",0.00799905974417925,0.0955169051885605,0.00164062634576112,0.00269649876281619,1.23240661621094,0.00144914048723876,0.0232870392501354,0.00305471243336797,6.1497266869992e-05,9.0886460384354e-05,0.0349084883928299
"MFN1",0.00496706925332546,0.138818755745888,0.000723063480108976,0.00168662355281413,0.00184186478145421,0.00495499884709716,0.0105178346857429,0.621497750282288,0.000120279721159022,0.000154623747221194,0.0812557712197304
"GNB4",0.0174108762294054,0.00236305152066052,0.102236315608025,0.0045788143761456,0.00232966779731214,1.04731833934784,0.11578943580389,0.54034149646759,9.8025833722204e-05,0.000219469948206097,0.0494181886315346
"ACTL6A",0.519005298614502,0.182048633694649,0,0.00321989390067756,0.00258162268437445,0.00363350380212069,0.00709161208942533,0.00169094745069742,0.000104344093415421,4.89757949253544e-05,0.0511947982013226
"MRPL47",0.00274097849614918,0.148669958114624,0,0.388846576213837,0.00629493966698647,0.00145982869435102,0.032586645334959,1.18603706359863,6.13572192378342e-05,3.486363493721e-05,0.00272861286066473
"NDUFB5",0.514564752578735,0.507543206214905,0.00058324885321781,0.444078505039215,1.00944662094116,0.00214311410672963,0.0189110282808542,0.5283562541008,7.91872007539496e-05,3.08448106807191e-05,0.181052878499031
"USP13",0.0107245473191142,0.0386344492435455,0.00283728120848536,0.00444737076759338,0.00412216363474727,0.00739811779931188,0.00199333787895739,0.00384912570007145,0.000355928757926449,0.000176659304997884,0.00723379710689187
"TTC14",0.00223150779493153,0.103879064321518,0.0363429673016071,0.0168914701789618,0.00898891035467386,0.00210775597952306,0.211671620607376,0.588009238243103,0.000237639178521931,0.000528117001522332,0.0386613942682743
"CCDC39",0.00216261763125658,0.00164244580082595,0.000170210987562314,0.00199155695736408,0.00229023629799485,0.00193114660214633,0.000559111824259162,0.00255908560939133,0.000127667939523235,7.63420030125417e-05,0.000406423903768882
"FXR1",0.00185613927897066,0.106797188520432,0.00253465492278337,0.00219923118129373,0.000661741476505995,1.27346563339233,0.0653404071927071,0.537670135498047,0.000373944436432794,0.0450920760631561,0.18753769993782
"DNAJC19",0.844893217086792,0.211468070745468,0.00109628774225712,0.00123433989938349,1.31307661533356,0.00208005239255726,0.106302306056023,0.00308937532827258,0.0569455847144127,0.000104506761999801,0.0549754314124584
"ATP11B",0.00217413157224655,0.0559676960110664,0.00495083257555962,0.00160547916311771,0.00108413002453744,0.00196879124268889,0.00168187683448195,0.473222136497498,0.000102330435765907,6.86928178765811e-05,0.0951864421367645
"DCUN1D1",0.478050768375397,0.740555763244629,0.000187814337550662,0.00449937395751476,0.00226879213005304,0.00189757242333144,0.177837342023849,0.615032434463501,0.000288279814412817,0.00179532123729587,0.0523044615983963
"MCCC1",0.52205216884613,0.327065944671631,0.000125602600746788,0.0040488843806088,0.00152664049528539,0.00527794985100627,0.00398985762149096,0.00239240238443017,7.14273846824653e-05,4.18562449340243e-05,0.116550877690315
"LAMP3",0.00202286290004849,0.00279549648985267,0.000278026476735249,0.00247431383468211,0.00508167408406734,0.0026190085336566,0.00857918057590723,0.00313150230795145,0.000359776488039643,0.000123416975839064,0.0109936157241464
"MCF2L2",0.00257561798207462,0.00193780893459916,0.000205954245757312,0.00209097028709948,0.00256855553016067,0.00236836541444063,0.00135407072957605,0.00259295315481722,0.00011055231152568,8.77964121173136e-05,0.000407263782108203
"B3GNT5",0.0049990308471024,0.00444929720833898,0.00857573095709085,0.002551453653723,0.0034134341403842,0.00375936925411224,0.00994333904236555,0.0046295658685267,0.000143387238495052,7.92987993918359e-05,0.000533891899976879
"KLHL6",0.00202339119277894,0.00329222623258829,0.00123870791867375,0.00370447454042733,0.00185646512545645,1.04391968250275,0.0117297982797027,0.0036570611409843,0.0444130375981331,2.61826498899609e-05,0.295412957668304
